	sourceLang	targetLang	sourceString	targetString	en-mt
28	en	zu	because this is flu season	ngenxa yokuthi lena inkathi yomkhuhlane	because this is the flu season
29	en	zu	but also we shouldn't be put aside for the heart cardiac origin chest pain	kodwa futhi akufanele sibekelwe eceleni kubuhlungu besifuba obusuka enhliziyweni	but we should also not be sidelined by chest pain from the heart
30	en	zu	but a more important problem now is this chest pain	kodwa manje inkinga ebaluleke kakhulu yilobu buhlungu besifuba	but now the most important problem is this chest pain
31	en	zu	but i have difficulty breathing	kodwa nginenkinga yokuphefumula	but I have a breathing problem
32	en	zu	but i know lot of people cough on me	kodwa ngazi abantu abaningi abangikhwehlelelayo	but I know a lot of people who are kicking me
33	en	zu	but we need to treat every chest pain with the utmost seriousness	kodwa sidinga ukuphatha bonke ubuhlungu besifuba njengento ebucayi	but we need to treat all chest pain as critical
34	en	zu	but you're breathing all right right now right?	kodwa uphefumula kahle njengamanje?	but are you breathing well right now?
35	en	zu	cause of this chest pain i totally forgot	ngenxa yalobu buhlungu besifuba ngikhohlwe ngokuphelele	because of this chest pain I completely forgot
36	en	zu	does it feel like somebody squeezing your chest	ingabe kuzwakala sengathi othile ucindezela isifuba sakho	does it sound like someone is pressing your chest
37	en	zu	do still feel like shortness of breath	usezwa sengathi uphelelwa umoya	feels like you're running out of breath
38	en	zu	do they complain of being sick similar symptoms?	ingabe bakhononda ngokugula ngokuba nezimpawu ezifanayo?	do they complain about being sick with similar symptoms?
39	en	zu	do you have any other chronic like high blood pressure or anything like that?	ingabe unaso esinye isifo esingumahlalakhona esifana nomfutho wegazi ophakeme nanoma yini efana nalokho?	do you have any other chronic illness such as high blood pressure and anything like that?
40	en	zu	do you have any other diseases chronic medical problems like diabetes?	ingabe unazo ezinye izifo izinkinga zokwelashwa ezingamahlalakhona ezifana nesifo sikashukela?	do you have any other chronic medical problems such as diabetes?
41	en	zu	do you have any shortness of breath with that chest pain?	ingabe unakho ukuphelelwa umoya okuhambisana nalokho buhlungu besifuba?	do you have shortness of breath that accompanies chest pain?
42	en	zu	do you have high blood pressure?	ingabe unawo umfutho wegazi ophakeme?	do you have high blood pressure?
43	en	zu	do you have some shortness of breath goes with that?	ingabe unakho ukuphelelwa umoya okuhambisana nalokho?	do you have the despair associated with that?
44	en	zu	do you know what symptoms she was having?	ingabe uyazazi izimpawu abenazo?	do you know the symptoms they had?
45	en	zu	do you see the image?	ingabe uyasibona isithombe?	do you see the picture?
46	en	zu	drink plenty of fluids today	phuza uketshezi oluningi namuhla	drink more liquid today
47	en	zu	however i take tests for the diabetes	nokho ngenza ukuhlolwa kwesifo sikashukela	however I did a diabetes test
48	en	zu	however she has symptoms quite similar to mine	nokho unezimpawu ezicishe sifane ncamashi nezami	however you have symptoms that are almost exactly the same as mine
49	en	zu	how high is your fever?	iphakeme kangakanani imfiva yakho?	how high is your fever?
50	en	zu	how' s your blood pressure?	unjani umfutho wakho wegazi?	how is your blood pressure?
51	en	zu	if you continue to have high fevers	uma uqhubeka nokuba nezimfiba eziphakeme	if you continue to have high shorts
52	en	zu	if you have a fever of a hundred and two or higher	uma unemfiva yekhulu nambili noma ngaphezulu	if you have a fever of one hundred or more
53	en	zu	if you think that your symptoms or problems warrant a better look	uma ucabanga ukuthi izimpawu zakho noma izinkinga kufanele zithi ukubhekisiswa	if you think your symptoms or problems should be referred to
54	en	zu	i got a fever yesterday	ngithole imfiva izolo	I got a fever yesterday
55	en	zu	i got a slight fever too	nginemfiva encane futhi	I have a small fever too
56	en	zu	i had a fever yesterday	ngibe nemfiva izolo	I had a fever yesterday
57	en	zu	i have a sharp pain here in the chest	nginobuhlungu obugwazayo lapha esifubeni	I have a terrible pain here in my chest
58	en	zu	i have some difficulty breathing too	nginenkinga futhi yokuphefumula	I also have a breathing problem
59	en	zu	i'll send you an image	ngizokuthumela isithombe	I'll send you a picture
60	en	zu	i'm having some chest pain today	nginobuhlungu obuthile esifubeni sami namuhla	I have some pain in my chest today
61	en	zu	i'm just having some headaches and some fever today	ngiphethwe ikhanda nemfiva ethile namuhla	i have a headache and a fever today
62	en	zu	in my opinion it is flu	ngokubona kwami umkhuhlane	in my view of the flu
63	en	zu	in my opinion this is a little flu	ngokubona kwami umkhuhlane omncane	in my view a mild fever
64	en	zu	is it like some heavy heavy person sitting on your chest?	ingabe kuzwakala sengathi umuntu omkhulu kakhulu uhlezi phezu kwesifuba sakho?	does it sound like a very big person sitting on your chest?
65	en	zu	it all started with the headaches and with the fever about the same time	konke kuqale ngekhanda elibuhlungu kanye nemfiva cishe ngesikhathi esifanayo	it all started with a headache and fever at about the same time
66	en	zu	it hurts in the middle of my chest	kubuhlungu maphakathi nesifuba sami	it hurts between my chest
67	en	zu	it is a pressure like chest pain	ukucindezeleka okufana nobuhlungu besifuba	depression such as chest pain
68	en	zu	it is in my chest	kusesifubeni sami	it's in my chest
69	en	zu	it is in the center of my chest	kumaphakathi nesifuba sami	in the middle of my chest
70	en	zu	it is in the center of the chest	kumaphakathi nesifuba sami	in the middle of my chest
71	en	zu	i've got pain in my chest	nginobuhlungu esifubeni sami	I have pain in my chest
72	en	zu	i've very concerned of this chest pain	ngikhathazeke kakhulu ngalobu buhlungu besifuba	I am very concerned about this chest pain
73	en	zu	i want you to tell me in describing this chest pain	ngifuna ungitshele lapho uchaza lobu buhlungu besifuba	I want you to tell me where you describe this chest pain
74	en	zu	like high blood pressure or diabetes	njengomfutho wegazi ophakeme noma isifo sikashukela	such as high blood pressure or diabetes
75	en	zu	like right in the center of the chest	njengokungathi khona kanye maphakathi nesifuba	as if it were right in the middle of the chest
76	en	zu	now for the fever you can take a tachipirina sweet	manje ngemfiva ungathatha uswidi we-tachipirina	now with a fever you can take a tachipirina candy
77	en	zu	now mary how many days have you had the symptoms	manje mary sekuziyinsuku ezingakanani unezimpawu	Now mary how many days have you had symptoms
78	en	zu	now you said you have a chest pain	manje uthe unobuhlungu besifuba	now you said you have chest pains
79	en	zu	occasionally i have some chest pain	ngezikhathi ezithile nginobuhlungu obuthile besifuba	occasionally I have some chest pain
80	en	zu	okay are you having any other symptoms along with this other than just the pain	kulungile ingabe unazo ezinye izimpawu ezihambisana nalokhu ngaphandle nje kobuhlungu	well do you have any other symptoms associated with this other than pain
81	en	zu	or somebody sitting on your chest?	noma othile ohlezi esifubeni sakho?	or someone sitting in your chest?
82	en	zu	pretty much the same with the fever and the cough headache and muscle pains	kucishe kufane ngemfiva nokukhwehlela ikhanda elibuhlungu nezinhlungu zemisipha	almost identical to fever and headaches and muscle pain
83	en	zu	right in the middle of my chest	khona kanye maphakathi nesifuba	the center of the chest
84	en	zu	show me on this image where you feel the pain	ngibonise kulesi sithombe lapho ozwa khona ubuhlungu	show me in this picture where you feel hurt
85	en	zu	since you have a fever	njengoba unemfiva	as you have a fever
86	en	zu	so do you think that some of these symptoms could be related to being pregnant?	ngakho ucabanga ukuthi ezinye zalezi zimpawu kungenzeka ukuthi zihlobene nokukhulelwa?	so do you think some of these symptoms may be related to pregnancy?
87	en	zu	so your children are having some of the same symptoms?	izingane zakho ingabe zinezinye zezimpawu ezifanayo?	do your children have some of the same symptoms?
88	en	zu	tell me about your chest pain	ngitshele ngobuhlungu besifuba sakho	tell me about your chest pain
89	en	zu	the fever increases at night	imfiva iyanyuka ebusuku	fever rises at night
90	en	zu	the fever i've had for the last two days	imfiva engibe nayo izinsuku ezimbili ezidlule	fever I had two days ago
91	en	zu	the fever started to increase last night	imfiva iqale ukunyuka izolo ebusuku	fever started to rise last night
92	en	zu	this is doctor porter in the emergency room triage center	lona udokotela porter esikhungweni se-triage egumbini lezimo eziphuthumayo	this is the doctor porter at the triage center in the emergency room
93	en	zu	well can you tell me a little bit more about your chest pain?	nokho ungakwazi yini ukungitshela okwengeziwe mayelana nobuhlungu besifuba sakho?	however can you tell me more about your chest pain?
94	en	zu	well i feel a pain in the front of my body here in my chest	nokho ngizwa ubuhlungu ngaphambili komzimba wami lapha esifubeni sami	however I feel pain in front of my body here in my chest
95	en	zu	well i've been having a strong pain in my chest	empeleni benginobuhlungu obukhulu esifubeni sami	I actually had a lot of pain in my chest
96	en	zu	well when i have that pain in my chest	uma nginalobo buhlungu esifubeni sami	if I have that pain in my chest
97	en	zu	what kinda pain do you have in your chest?	unohlobo olunjani lobuhlungu esifubeni sakho?	what kind of pain do you have in your chest?
98	en	zu	when this chest pain started?	lapho kuqala lobu buhlungu besifuba?	when does this chest pain begin?
99	en	zu	where do you have the pain in the chest?	bukuphi nendawo ubuhlungu esifubeni?	where is the chest pain?
100	en	zu	where you feel this chest pain eel this chest t	lapho ozwa khona lobu buhlungu esifubeni	where you feel this chest pain
101	en	zu	you feel like tightness on your chest	uzwa sengathi isifuba sakho sibophene	feels like your chest is tied
102	en	zu	you know i got diabetes and stuff	uyazi ukuthi ngiphethwe isifo sikashukela nokunye	you know I have diabetes and so on
103	en	zu	you said you're having this chest pain	uthe unalobu buhlungu besifuba	he said he had this chest pain
104	en	zu	Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020	Isehlakalo sokwanda okusheshayo kwesifo se-coronavirus (I-COVID-19) ku-European Union/European Economic Area nase-United Kingdom, ngo-1 January ukuya ku-15 March 2020	The fast-growing incidence of the coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020
105	en	zu	The cumulative incidence of coronavirus disease (COVID-19) cases is showing similar trends in European Union/European Economic Area countries and the United Kingdom confirming that, while at a different stage depending on the country, the COVID-19 pandemic is progressing rapidly in all countries.	Isehlakalo esandayo sezimo zesifo se-coronavirus (i-COVID-19) sibonisa amathrendi afanayo emazweni e-European Union/European Economic Area kanye nase-United Kingdom okuqinisekisa ukuthi, nakuba isezigabeni ezihlukene kuye ngezwe, ubhubhane lwe-COVID-19 luqhubekela phambili ngokushesha kuwo wonke amazwe.	The increasing incidence of cases of the coronavirus disease (COVID-19) reflects similar trends in countries in the European Union/European Economic Area and the United Kingdom that ensure that, despite being in different phases of the world, the COVID-19 pandemic continues rapidly across countries.
106	en	zu	Based on the experience from Italy, countries, hospitals and intensive care units should increase their preparedness for a surge of patients with COVID-19 who will require healthcare, and in particular intensive care.	Ngokusekelwe kokuhlangenwe nakho kwase-Italy, amazwe, izibhedlela namayunithi okunakekela abasesimweni esibucayi kufanele andise ukulungela ukwamukela iziguli eziningi eziphethwe i-COVID-19 ezizodinga ukunakekelwa kwezempilo, futhi ikakhulukazi ukunakekela abanesimo esibucayi.	Based on the experience of Italy, countries, hospitals and care units in critical condition should increase the willingness to accept more PATIENTS suffering from COVID-19 who will need health care, and especially care for those with critical conditions.
107	en	zu	On 31 December 2019, a cluster of pneumonia cases of unknown aetiology was reported in Wuhan, Hubei Province, China.	Ngo-31 December 2019, iqembu labantu abanezimo zenyumoniya ene-aetiology engaziwa labikwa e-Wuhan, e-Hubei Province, e-China.	On 31 December 2019, a group of people with pneumonia conditions with unknown aetiology were reported in Wuhan, Hubei Province, China.
108	en	zu	On 9 January 2020, the China Center for Disease Control and Prevention reported the causative agent as being a novel coronavirus now referred to as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	Ngo-9 January 2020, i-China Center for Disease Control and Prevention yabika ukuthi i-ejenti eyimbangela i-coronavirus entsha manje ebizwa ngokuthi i-severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	On 9 January 2020, the China Center for Disease Control and Prevention reported that the agent responsible for the new coronavirus is now known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).
109	en	zu	Since, the illness resulting from SARS-CoV-2 infection has been named coronavirus disease (COVID-19).	Kusukela ngaleso sikhathi, ukugula okuwumphumela wesifo se-SARS-CoV-2 kuye kwaqanjwa ngesifo se-coronavirus (I-COVID-19).	Since then, the disease that is the result of SARS-CoV-2 has been diagnosed with the coronavirus disease (COVID-19).
110	en	zu	Evidence to date is that ca 80% of individuals with COVID-19 have a mild disease, i.e. a respiratory tract infection with or without pneumonia, and most of these recover.	Ubufakazi obukhona kuze kube manje bubonisa ukuthi u-80% wabantu abaphethwe i-COVID-19 baphethwe isifo esingasho lutho, okungukuthi isifo somgudu wokuphefumula esihambisana noma esingahambisani nenyumoniya, futhi iningi laba bantu liyalulama.	Available evidence so far shows that 80% of people infected with COVID-19 are suffering from a meaningless disease, i.e. a respiratory tract infection that is associated with or not related to pneumonia, and most of these people are recovering.
111	en	zu	In ca 14% cases, COVID-19 develops into a more severe disease requiring hospitalisation while the remaining 6% cases experience critical illness requiring intensive care.	Ezimweni ezingu-14%, i-COVID-19 iyathuthuka ibe isifo esibucayi kakhulu esidinga ukuthi ulaliswe esibhedlela kuyilapho u-6% wezimo ezisele ubhekana nesifo esibucayi esidinga ukunakekelwa kwesimo esibucayi.	In 14% of cases, COVID-19 develops into a very serious disease that requires hospitalization while 6% of conditions are already experiencing a critical condition that requires critical condition care.
112	en	zu	The mortality of patients hospitalised due to COVID-19 is ca 4%.	Ukufa kweziguli ezilaliswe ngenxa ye-COVID-19 kungu-4%.	Deaths of patients hospitalized with COVID-19 are 4%.
113	en	zu	In this study, we assess the trends in the cumulative incidence of COVID-19 in each European Union/European Economic Area (EU/EEA) country and the United Kingdom (UK) and compare them to that of Hubei Province, China.	Kulolu cwaningo, sihlola amathrendi esehlakalo esandayo se-COVID-19 ezweni ngalinye le-European Union/European Economic Area (EU/EEA) kanye ne-United Kingdom (UK) futhi siwaqhathanise nalawo ase-Hubei Province, e-China.	In this study, we assess trends of the increasing incidence of COVID-19 in each European Union/European Economic Area (EU/EEA) country and the United Kingdom (UK) and compare them to those in Hubei Province, China.
114	en	zu	We also compare the current number of COVID-19 cases in EU/EEA countries and the UK with that in Italy during 31 January–15 March 2020.	Siphinde futhi siqhathanise inani lamanje labantu abane-COVID-19 emazweni ase-EU/EEA nase-UK nalelo lase-Italy phakathi no-31 January–15 March 2020.	We have also compared the current number of PEOPLE with COVID-19 in EU/EEA countries and the UK with that in Italy between 31 January–15 March 2020.
115	en	zu	COVID-19 cases in EU/EEA countries and the UK	Izimo ze-COVID-19 emazweni e-EU/EEA nase-UK	COVID-19 conditions in EU/EEA and UK countries
116	en	zu	Subsequent to China, COVID-19 underwent further geographical spread and the dynamic of the COVID-19 pandemic in the rest of the world currently follows that of this country.	Ngemva kwe-China, i-COVID-19 yasakazeka kabanzi ngokwezindawo futhi ukushintsha kobhubhane lwe-COVID-19 emhlabeni wonke okwamanje kulandela lokho okwenzeka kuleli zwe.	After China, COVID-19 spread widely geographically and the changing COVID-19 pandemic around the world is currently following what is happening in the country.
117	en	zu	On 11 March 2020, the Director General of the World Health Organization (WHO) declared COVID-19 a pandemic.	Ngo-11 March 2020, Umqondisi Jikelele we-World Health Organization (I-WHO) wamemezela ukuthi i-COVID-19 iwubhubhane.	On 11 March 2020, the Director General of the World Health Organization (WHO) declared COVID-19 a pandemic.
118	en	zu	In the 5 March issue of Eurosurveillance 2020, Spiteri et al. reported on the first European confirmed COVID-19 cases according to the WHO case definition.	Ijenali yango-5 March ye-Eurosurveillance 2020, Spiteri et al. yabika ngabantu bokuqala abaqinisekisiwe abane-COVID-19 e-Europe ezivumelana nencazelo ye-WHO.	The 5 March journal of Eurosurveillance 2020, Spiteri et al. reported the first confirmed cases of COVID-19 in Europe consistent with who definition.
119	en	zu	In the EU/EEA, the first three confirmed cases were reported by France on 24 January 2020 in persons returning from Wuhan, Hubei Province, China.	E-EU/EEA, abantu bokuqala abaqinisekisiwe babikwa yi-France ngo-24 January 2020 kubantu ababuya e-Wuhan, e-Hubei Province, e-China.	In the EU/EEA, the first confirmed arrivals were reported by France on 24 January 2020 to people returning from Wuhan, Hubei Province, China.
120	en	zu	As at 15 March 2020, COVID-19 cases had been detected in all 30 EU/EEA countries and the United Kingdom (UK), whereby between 31 December 2019 and that date included, 39,768 cases and 1,727 deaths had been reported, with 17,750 cases and 1,441 deaths from Italy alone.	Ngomhla ka-15 March 2020, abantu abane-COVID-19 base betholiwe kuwo wonke amazwe angu-30 e-EU/EEA kanye nase-United Kingdom (UK), okungukuthi phakathi kuka-31 December 2019 nalolo suku, kwase kubikwe abantu abangu-39,768 abanaleli gciwane kanye nabantu abafile abangu-1,727, kulokhu abantu abangu-17,750 abanaleli gciwane kanye nabangu-1,441 abasebefile babengabase-Italy kuphela.	On 15 March 2020, people with COVID-19 were diagnosed in all 30 EU/EEA countries and the United Kingdom (UK), that is between 31 December 2019 and that day, 39,768 cases and 1,727 deaths were reported, of which 17,750 people with the virus and 1,441 deaths were in Italy alone.
121	en	zu	Obtaining cumulative number and cumulative incidence of COVID-19 cases	Ukuthola inombolo eyandayo neyesehlakalo esandayo sezimo ze-COVID-19	Finding an increasing number and increasing incidence of COVID-19 cases
122	en	zu	At the European Centre for Disease Prevention and Control (ECDC), the notified COVID-19 case counts in each country worldwide, obtained from only official sources such as the countries’ Ministry of Health, national and regional health authorities and the WHO, are updated each day at 8:00 a.m.	E-European Centre for Disease Prevention and Control (I-ECDC), izibalo zabantu abane-COVID-19 ezweni ngalinye emhlabeni wonke, ezitholwa ngemithombo esemthethweni kuphela efana Nomnyango Wezempilo wezwe ngalinye, amagunya ezempilo kazwelonke nawesifunda kanye ne-WHO, zibuyekezwa osukwini ngalunye ngo-8:00 a.m.	At the European Centre for Disease Prevention and Control (ECDC), statistics of people with COVID-19 in each country worldwide, obtained only by official sources such as each country's Department of Health, national and regional health authorities and WHO, are updated each day at 8:00 a.m.
123	en	zu	These data were used for assessing the trends of COVID-19 in EU/EEA and the UK, and comparing them to that in Italy.	Le datha yasetshenziswa ekuhlaziyeni amathrendi e-COVID-19 e-EU/EEA nase-UK, futhi aqhathaniswa nalawo ase-Italy.	This data was used to analyze COVID-19 trends in the EU/EEA and UK, and compared to those in Italy.
124	en	zu	As a proxy of the prevalence of active COVID-19 cases, we calculated the 14-day truncated cumulative incidence of COVID-19 cases, thus taking into account the natural course of COVID-19, in each EU/EEA country and the UK, during the 1 January–15 March 2020 period.	Njengesimeleli sokuvama kwezimo ze-COVID-19 eziqhubekayo, sibale isehlakalo esandayo esinqanyuliwe sezinsuku ezingu-14 zezimo ze-COVID-19, ngaleyo ndlela sicabangela ukuqhubeka okungokwemvelo kwe-COVID-19, ezweni ngalinye le-EU/EEA nase-UK, phakathi nenkathi ka-1 January–15 March 2020.	As a representative of the frequency of ongoing COVID-19 cases, we have counted the increasingly cut-off 14-day incidence of COVID-19 cases, thereby taking into account the natural progression of COVID-19, in each EU/EEA and UK country, during the period 1 January–15 March 2020.
125	en	zu	We also presented the cumulative number of notified cases of each country as at 15 March 2020 8:00 a.m. compared with that of Italy for the 31 January–15 March 2020 period.	Siphinde sathula inombolo eyandayo yezimo ezibikiwe zezwe ngalinye ngo-15 March 2020 8:00 a.m. uma kuqhathaniswa nase-Italy ngenkathi ka-31 January–15 March 2020.	We also presented an increasing number of reported cases for each country on 15 March 2020 8:00 a.m. compared to Italy during 31 January–15 March 2020.
126	en	zu	Trends of COVID-19 in EU/EEA countries and the UK	Amathrendi e-COVID-19 emazweni ase-EU/EEA nase-UK	COVID-19 trends in EU/EEA countries and UK
127	en	zu	The trends in the 14-day truncated cumulative incidence of COVID-19 cases in EU/EEA countries and the UK generally followed that of Hubei Province (China) (Figure 1).	Amathrendi esehlakalo esandayo esinqanyuliwe sezinsuku ezingu-14 zezimo ze-COVID-19 emazweni ase-EU/EEA nase-UK ngokuvamile alandele lawo ase-Hubei Province (China) (Umfanekiso 1).	Trends of the increasingly cut 14-day event of COVID-19 cases in EU/EEA and UK countries generally follow those in Hubei Province (China) (Figure 1).
128	en	zu	For the EU/EEA and the UK overall, the cumulative incidence of COVID-19 started to increase around 21 February and then increased sharply around 28 February 2020 (Supplementary material).	Sekukonke e-EU/EEA nase-UK, isehlakalo esandayo se-COVID-19 saqala ukunyuka cishe ngo-21 February futhi sanyuka kakhulu ngo-28 February 2020 (Isithasiselo sokufundwayo).	Overall in the EU/EEA and UK, the increasing incidence of COVID-19 began to rise on about 21 February and increased significantly on 28 February 2020 (Reading Appendix).
129	en	zu	This was mostly driven by the rapid increase in the number of reported cases from Italy, but all other EU/EEA countries and the UK showed similar increasing trends of the cumulative incidence of COVID-19 (Supplementary material).	Lokhu kwandiswa kakhulu ukwanda okusheshayo kwenani lwezimo ezibikiwe ezisuka-Italy, kodwa wonke amanye amazwe ase-EU/EEA nase-UK abonisa amathrendi anyukayo afanayo esehlakalo esandayo se-COVID-19 (Isithasiselo sokufundwayo).	This greatly increased the rapid increase in the number of reported cases from Italy, but all other EU/EEA and UK countries are showing similarly rising trends in the increasing incidence of COVID-19 (Reading Supplement).
130	en	zu	Figure 2 shows the cumulative number of COVID-19 cases, in EU/EEA countries and the UK compared with that in Italy for the 31 January–15 March 2020 period.	Umfanekiso 2 ubonisa inani elandayo lezimo ze-COVID-19, emazweni ase-EU/EEA nase-UK uma kuqhathaniswa nalelo lase-Italy ngenkathi yango-31 January–15 March 2020.	Figure 2 shows an increasing number of COVID-19 cases, in EU/EEA and UK countries compared to that in Italy during the period 31 January–15 March 2020.
131	en	zu	It highlights that, as at 15 March 8:00 a.m., 15 other EU/EEA countries and the UK had already reported a total number of cases comparable to that of Italy just 3 weeks prior or less.	Ligqamisa ukuthi, ngo-15 March 8:00 a.m., amanye amazwe angu-15 ase-EU/EEA kanye ne-UK ayesevele ebike ingqikithi yenani elingaqhathaniswa nalelo lase-Italy emavikini angu-3 ngaphambilini noma kancane.	It highlights that, by 15 March 8:00 a.m., 15 other EU/EEA countries and the UK had already reported a total of numbers comparable to that of Italy 3 weeks earlier or less.
132	en	zu	Our results indicate that the number of notified cases of COVID-19 is rapidly increasing in the EU/EEA and the UK.	Imiphumela yethu ibonisa ukuthi inani lezimo ezibikiwe ze-COVID-19 linyuka ngokushesha e-EU/EEA nase-UK.	Our results show that the number of reported CASES of COVID-19 is rising rapidly in the EU/EEA and UK.
133	en	zu	The observed trends in the cumulative incidence of COVID-19 suggest that the pandemic is progressing at a comparable speed in all countries.	Amathrendi aphawuliwe kusehlakalo esandayo se-COVID-19 abonisa ukuthi ubhubhane luqhubeka ngejubane elifanayo kuwo wonke amazwe.	Trends noted in the increasing incidence of COVID-19 show that the pandemic is continuing at the same pace in all countries.
134	en	zu	This is despite countries being at different stages, variations in national public health responses, and possibly different case definitions in countries and different protocols for selecting patients that must be tested for confirmation of COVID-19, including catch-up testing.	Lokhu kwenzeka naphezu kokuthi amazwe esezigabeni ezihlukene, ukuhlukahluka endleleni yokusabela kwezempilo yomphakathi kazwelonke, futhi cishe nezincazelo ezingafani zezimo emazweni kanye namaphrothokholi ahlukene okukhetha iziguli okufanele zihlolwe ukuze kuqinisekiswe i-COVID-19, okuhlanganisa nokuhlola kokulandelela.	This is despite the fact that countries are at different stages, variations in the way of national public health responses, and almost different definitions of conditions in countries and different protocols to select patients to be screened for COVID-19, which includes follow-up testing.
135	en	zu	Early March 2020, doctors in the affected regions of Italy described a situation in which ca 10% of patients with COVID-19 required intensive care and media sources reported that hospitals and intensive care units in these regions had already reached their maximum capacity.	Ekuqaleni kuka-March 2020, odokotela ezifundeni ezithintekile zase-Italy bachaza isimo lapho u-10% weziguli eziphethwe i-COVID-19 zidinga ukunakekelwa kwezimo ezibucayi futhi imithombo yezindaba yabika ukuthi izibhedlela kanye namayunithi okunakekelwa okubucayi kulezi zifunda ayesefinyelele umthamo wawo ophakeme.	In early March 2020, doctors in affected regions of Italy described a situation where 10% of patients suffering from COVID-19 needed critical care and media reported that hospitals and critical care units in these regions had already reached their highest capacity.
136	en	zu	Data on admission of COVID-19 cases in a hospital and/or an intensive care unit are currently available at EU/EEA level for only 6% and 1% cases, respectively (data not shown).	Idatha yokungeniswa kwabanezimo ze-COVID-19 esibhedlela kanye/noma iyunithi yokunakekelwa okubucayi iyatholakala esigabeni se-EU/EEA ezimweni ezingu-6% no-1% kuphela, ngokulandelana (idatha ayibonisiwe).	Data for admission of COVID-19 cases to a hospital and/or critical care unit is available in the EU/EEA phase in only 6% and 1% cases, respectively (data is not shown).
