	sourceLang	targetLang	sourceString	targetString	en-mt
45	en	ti-er	 do you see the image? 	ነቲ ስእሊ ሪኢኻዮዶ፥	Did you see the picture:
46	en	ti-er	 drink plenty of fluids today 	ሎሚ ብዙሕ ፈሳሲ ስተ	Drink plenty of fluids today
47	en	ti-er	 however i take tests for the diabetes 	እንተኾነ ናይ ሕማም ሽኮር መርመራ ጌረ ኔረ፥	However, I had a diabetes test,
48	en	ti-er	 however she has symptoms quite similar to mine 	እንተኾነ ምስዚ ናተይ ዝመሳሰል ምልክታት ኣለዋ	However, she has symptoms similar to mine
49	en	ti-er	 how high is your fever? 	እቲ ረስኒ ክሳብ ክንደይ ልዒሉ ኣሎ፥	How high is the fever,
50	en	ti-er	 how' s your blood pressure? 	ጸቅጢ ደምካ ከመይ ኣሎ፥	How is your blood pressure:
51	en	ti-er	 if you continue to have high fevers 	ልዕል ረስኒ ከም ዘለዎ እንተቀጺሉ	If he continues to have a high fever
52	en	ti-er	 if you have a fever of a hundred and two or higher 	እንተደኣ ረስኒ ክሳብ ሚእቲ ዝበጽሕ ከምኡ’ውን ክልተ ወይ ካብኡ ንላዕሊ	If the fever reaches up to a hundred and two or more
53	en	ti-er	 if you think that your symptoms or problems warrant a better look 	እንተደኣ እቶም ምልክታትካ ወይ ጸገማትካ ምኽንያት ብጽቡቕ ምርኣይካ ከም ዝኾኑ እንተሓሲብካ	If you think that your symptoms or problems are caused by your poor eyesight
54	en	ti-er	 i got a fever yesterday 	ትማሊ ረስኒ ጀሚሩኒ	I started having a cold yesterday
55	en	ti-er	 i got a slight fever too 	ብውሑድ ዓቀን ረስኒ ኣሎኒ	I have a small amount of fever
56	en	ti-er	 i had a fever yesterday 	ትማሊ ረስኒ ኔሩኒ።	I had a cold yesterday.
57	en	ti-er	 i have a sharp pain here in the chest 	ኣብዚ ኣብ ኣፍልበይ ሕማቕ ቃንዛ ኣሎኒ	I have a bad pain here in my chest
58	en	ti-er	 i have some difficulty breathing too 	ናይ ምስትንፋስ ጸገማት ውን ኣሎኒ	I also have breathing problems
59	en	ti-er	 i'll send you an image 	ስእሊ ክሰደልካ ኢየ	I&#39;ll send you a picture
60	en	ti-er	 i'm having some chest pain today 	ሎሚ መዓልቲ ገለ ናይ ኣፍልቢ ቃንዛ ኣሎኒ	I have some chest pain today
61	en	ti-er	 i'm just having some headaches and some fever today 	ሎሚ ርእሰይ ሓሚመ ኣለኹ፡ ከምኡ’ውን ረስኒ ኣሎኒ	I have a headache today, and a nausea
62	en	ti-er	 in my opinion it is flu 	ከም ሓሳበይ ሰዓል/ጉንፋዕ ኢዩ	I think it&#39;s a cold/flu
63	en	ti-er	 in my opinion this is a little flu 	ከም ሓሳባተይ እዚ ንእሽተይ ሰዓል/ጉንፋዕ ኢዩ	In my opinion, this is a small cold/flu
64	en	ti-er	 is it like some heavy heavy person sitting on your chest? 	ሓደ ገዚፍ ሰብ ኣብ ኣፍልብኻ ኮፍ ዝበለ ኮይኑ ዲዩ ዝስመዓካ ዘሎ፥	Do you feel like a huge person is sitting on your chest,
65	en	ti-er	 it all started with the headaches and with the fever about the same time 	ኩሉ ምስቲ ሕማም ርእሲን ረስኒን ኣብ ሓደ ሰዓት ኢዩ ጀሚሩ	It all started at the same time as the headache and nausea
66	en	ti-er	 it hurts in the middle of my chest 	ኣብ ማእከል ናይ ኣፍልበይ የቐንዝወኒ	It hurts in the middle of my chest
67	en	ti-er	 it is a pressure like chest pain 	ጸቅጢ ኢዩ፡ ናይ ኣፍልቢ ቃንዛ ዝመስል	It&#39;s pressure, like chest pain
68	en	ti-er	 it is in my chest 	ኣብ ኣፍ ልበይ ኢዩ	It is at the mouth of my heart
69	en	ti-er	 it is in the center of my chest 	ኣብ ማእከል ኣፍልበይ ኢዩ ዘሎ	It is in the middle of my chest
70	en	ti-er	 it is in the center of the chest 	ኣብ ማእከል ኣፍልቢ ኢዩ ዘሎ	It is in the middle of the chest
71	en	ti-er	 i've got pain in my chest 	ኣብ ኣፍ ልበይ ቃንዛ ኣሎኒ	I have pain in the mouth of my heart
72	en	ti-er	 i've very concerned of this chest pain 	በዚ ናይ ኣፍልቢ ቃንዛ ኣዝየ ፈሪሐ ኣለኹ	I am terrified of this chest pain
73	en	ti-er	 i want you to tell me in describing this chest pain 	ነዚ ናይ ኣፍልቢ ቃንዛ ጌርካ ክትነግረኒ ይደሊ ኣለኹ	I want you to tell me this as a chest pain
74	en	ti-er	 like high blood pressure or diabetes 	ተመሳሳሊ ናይ ልዕል ጸቕጢ ደም ወይ ሕማም ሽኮር	Same as hypertension or diabetes
75	en	ti-er	 like right in the center of the chest 	ከምዚ ልክዕ ኣብ ማእከል ኣፍልቢ	Like right in the middle of the chest
76	en	ti-er	 now for the fever you can take a tachipirina sweet 	ሕጂ ነቲ ረስኒ፡ ፈውሲ ረስኒ መድሃኒት (tachipirina sweet) ክትወስድ ትኽእል ኢኻ	Now you can take the nausea, nausea remedy (tachipirina sweet).
77	en	ti-er	 now mary how many days have you had the symptoms 	ሕጂ፡ ሜሪ፡ እዞም ምልክታት ንክንደይ መዓልቲ ተራእዮም ኣባኺ	Now, Mary, how many days have these signs appeared in you
78	en	ti-er	 now you said you have a chest pain 	ሕጂ ናይ ኣፍልቢ ቃንዛ ከም ዘለካ ትነግር ኣሎካ	Now you are telling that you have chest pain
79	en	ti-er	 occasionally i have some chest pain 	ሕልፍ ሕልፍ ኢሉ ናይ ኣፍልቢ ቃንዛ ኣሎኒ	I have occasional chest pains
80	en	ti-er	 okay are you having any other symptoms along with this other than just the pain 	ሐራይ፡ ዝኾነ ካልእ ምልክታት ኣሎካ ዲዩ፡ ካብ ቃንዛ ወጻኢ ጥራይ	Okay, do you have any other symptoms, just other than pain
81	en	ti-er	 or somebody sitting on your chest? 	ወይ ዝኾነ ኣብ ኣፍልብኻ ኮፍ ዝበለ፥	or anything sitting on your chest,
82	en	ti-er	 pretty much the same with the fever and the cough headache and muscle pains 	ኣዝዩ ብዙሕ፡ ሓደ ዓይነት ምስ ረስኒን ከምኡ’ውን ሰዓል፡ ሕማም ርእሲን ረስኒን	Too much, same with nausea and also fever, headache and nausea
83	en	ti-er	 right in the middle of my chest 	ልክዕ ኣብ ማእከል ናይ ኣፍልበይ	Right in the middle of my chest
84	en	ti-er	 show me on this image where you feel the pain 	ኣብቲ ስእሊ፡ ኣበየናይ ቦታ ቃንዛ ይስመዓካ ከም ዘሎ ንገረኒ	In the picture, tell me where you are feeling pain
85	en	ti-er	 since you have a fever 	ረስኒ ክሳብ ዘለካ	As long as you have a fever
86	en	ti-er	 so do you think that some of these symptoms could be related to being pregnant? 	ስለዚ፡ ገለ ካብዞም ምልክታት ምስ ጥንሲ ምትሕሓዝ ኣለዉ ኢልካ ትኣምንዶ፥	So, do you believe that some of these symptoms are associated with pregnancy:
87	en	ti-er	 so your children are having some of the same symptoms? 	ስለዚ፡ ደቅኻ ገለ ካብቶም ሓደ ዓይነት ምልክታት ኣለዎም፥	So, your kids have some of the same symptoms:
88	en	ti-er	 tell me about your chest pain 	ብዛዕባ ናይ ኣፍልብኻ ቃንዛ ንገረኒ	Tell me about your chest pain
89	en	ti-er	 the fever increases at night 	እቲ ረስኒ ኣብ ግዜ ለይቲ ይውስኽ	The itching increases at night
90	en	ti-er	 the fever i've had for the last two days 	ካብ ዝሓለፋ ክልተ መዓልቲ ጀሚሩ እቲ ረስኒ ኣሎኒ	I have the rash since last two days
91	en	ti-er	 the fever started to increase last night 	ዝሓለፈ ምሸት እቲ ረስኒ ክውስኽ ጀሚሩ	Last night the itching began to increase
92	en	ti-er	 this is doctor porter in the emergency room triage center 	እዚ ዶክተር ፖርተር ኢዩ፡ ኣብ ክፍሊ ኢመርጀንሲ ትሪያግ ማእከል	This is Dr. Porter, in the Triag Center Emergency Department
93	en	ti-er	 well can you tell me a little bit more about your chest pain? 	ስለዚ፡ ብዛዕባ ቃንዛ ኣፍልብኻ ዝስመዓካ ቁሩብ ክትገልጸለይ ምኽኣልካዶ፥	So, could you tell me a little bit about how you feel about your chest pain:
94	en	ti-er	 well i feel a pain in the front of my body here in my chest 	ስለዚ፣ ኣብ ፊት ኣካላተይ ኣብዚ ኣፍልበይ ቃንዛ ይስመዓኒ ኣሎ	So, I feel pain in front of my body here in my chest
95	en	ti-er	 well i've been having a strong pain in my chest 	ጽቡቕ፡ ኣብ ኣፍልበይ ብርቱዕ ቃንዛ ይስመዓኒ ኣሎ	Well, I have a sharp pain in my chest
96	en	ti-er	 well when i have that pain in my chest 	ግርም፡ እዚ ቃንዛ ኣብ ኣፍልበይ ምስተሰመዓኒ	Wonderful, when I felt this pain in my chest
97	en	ti-er	 what kinda pain do you have in your chest? 	እንታይ ዓይነት ቃንዛ ኣብ ኣፍ ልብኻ ይስመዓካ ኣሎ	What a pain you feel in your heart
98	en	ti-er	 when this chest pain started? 	እዚ ናይ ኣፍልብኻ ቃንዛ መዓስ ጀሚሩካ፥	When did you start having this chest pain?
99	en	ti-er	 where do you have the pain in the chest? 	እቲ ቃንዛ ኣብ ኣፍልብካ ይስመዓካ ኣሎ ዲዩ	Do you feel the pain in your chest
100	en	ti-er	 where you feel this chest pain eel this chest t 	ኣበይ ናይ ኣፍልቢ ቃንዛ ይስመዓካ ኣሎ እዚ eel ኣፍልቢ t	Where are you feeling the chest pain this eel chest t
101	en	ti-er	 you feel like tightness on your chest 	ኣብ ኣፍልንኻ ዝኾነ ውጥሪ ዝመስል ይስመዓካ ኣሎ	You feel something like tension in your throat
102	en	ti-er	 you know i got diabetes and stuff 	ሕማም ሽኮርን ግዛዕን ከም ዘሎኒ ትፈልጥ ኢኻ	You know I have diabetes and gout
103	en	ti-er	 you said you're having this chest pain 	እዚ ቃንዛ ኣፍልቢ ከም ዘለካ ተዛሪብካ	You said you have this chest pain
104	en	ti-er	 Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020 	ቅልጡፍ ምውሳኽል ናይ ሕማም ኮሮና-ቫይረስ (ኮቪድ-19) ኣብ ሕብረት ኤውሮጳን ዓባይ ብሪጣንያን፡ ካብ 1 ጥሪ ክሳብ 15 መጋቢት 2020።	Rapid increase in coronavirus (COVID-19) cases in the EU and UK, from 1 January to 15 March
105	en	ti-er	 The cumulative incidence of coronavirus disease (COVID-19) cases is showing similar trends in European Union/European Economic Area countries and the United Kingdom confirming that, while at a different stage depending on the country, the COVID-19 pandemic is progressing rapidly in all countries. 	እቲ እክብካብ ጽልዋ ናይ ሕማም ኮሮናቫይረስ (ኮቪድ-19) ኣብተን ናይ ሃገራት ኤውሮጳ ዓባይ ብሪጣንያን ኢኮኖምያዊ ከባቢ`ውን ሓደ ዓይነት ኣንፈት/ምልክት ኢዩ ዝገብር ዘሎ፡ ኣብተን ሃገራት ብምምርካስ ግን ብ ዝተፈላለየ ደረጃ፡ እዚ ናይ ኮቪድ-19 ለበዳ ብናህሪ ናብ ኩለን ሃገራት ይላባዕ ኣሎ።	The cumulative impact of the coronavirus (COVID-19) is also making the same trend/signal in the European countries UK and Economic Area, but depending on the countries to varying degrees, this COVID-19 pandemic is spreading rapidly to all countries .
106	en	ti-er	 Based on the experience from Italy, countries, hospitals and intensive care units should increase their preparedness for a surge of patients with COVID-19 who will require healthcare, and in particular intensive care. 	ኣብቲ ናይ ጣልያን ተመክሮ ምርኩስ ብምግባር፡ ሆስፒታላትን ናይ ክንክን ክፍሊታትን ነቲ ዝዓበየ ብዝሒ ናይ ኮቪድ-19 ካብ ሕጂ ክዳለዋሉ ኣለወን፡ እዚ ድማ ናይ ጥዕና ክንክንን ብፍላይ ድማ ጽዑቕ ክንክን ይሓትት።	Based on the Italian experience, hospitals and care facilities must prepare for the larger number of cases of COVID-19 from now on, which requires health care, especially intensive care.
107	en	ti-er	 On 31 December 2019, a cluster of pneumonia cases of unknown aetiology was reported in Wuhan, Hubei Province, China. 	ኣብ 31 ታሕሳስ 2019 ክላስተራት ሕሙማት ነድሪ ሳንቡእ ኣብ ዉሃን ኣውራጃ Hubei ቻይና ተረኺቦም እዮም።	On December 31, 2019, clusters of pneumonia cases were reported in Wuhan, Hubei Province, China.
108	en	ti-er	 On 9 January 2020, the China Center for Disease Control and Prevention reported the causative agent as being a novel coronavirus now referred to as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). 	ብ 9 ጥሪ 2020 ማእከል ምቊጽጻርን ምክልኻልን ሕማማት ቻይና እቲ ነዚ ሕማም ዘኸትል ቫይረስ Acute respiratory syndrome coronavirus 2 (SARS-CoV-2) ከም ዝኾነ ጸቢጺቡ።	On January 9, 2020, the Chinese Centers for Disease Control and Prevention reported that the virus that causes the disease is Acute respiratory syndrome coronavirus 2 (SARS-CoV-2).
109	en	ti-er	 Since, the illness resulting from SARS-CoV-2 infection has been named coronavirus disease (COVID-19). 	እዚ ብ ሕማም ተላገብ SARS-COV-2 ካብዚ ንደሓር COVID-19 ዝብል ስም ተዋሂብዎ እዩ።	This infectious disease SARS-COV-2 is hereinafter named COVID-1
110	en	ti-er	 Evidence to date is that ca 80% of individuals with COVID-19 have a mild disease, i.e. a respiratory tract infection with or without pneumonia, and most of these recover. 	ክሳብ ሎሚ ዘሎ መርትዖ 80% ካብቶም COVID-19 ዘለዎም ሰባት ቅልል ዝበለ ምልክታት ማለት ኒሞንያ ይሃልዎ ኣይሃልዎ ከም ረኽሲ ትቦ መተንፈሲ ዝሕዞ ኮይኑ ቀልጢፉ ናይ ምሕዋይ ኲነታት ይህሉ።	Evidence to date is that 80% of people with COVID-19 have mild symptoms such as pneumonia or not, such as a respiratory tract infection, and recover quickly.
111	en	ti-er	 In ca 14% cases, COVID-19 develops into a more severe disease requiring hospitalisation while the remaining 6% cases experience critical illness requiring intensive care. 	14% ካብ ጉዳያት COVID-19 ናብ ሆስፒታል ምድቃስ ዘምርሕ ጽኑዕ ሕማም ከም ዝማዕበለን 6% ዝኾኑ ድማ ጽዑቕ ክንክን ናብ ዘድልዮ ጽኑዕ ሕማም ኣጋጢምዎም።	14% of COVID-19 cases developed severe illness leading to hospitalization and 6% developed severe illness requiring intensive care.
112	en	ti-er	 The mortality of patients hospitalised due to COVID-19 is ca 4%. 	መጠነ ሞት ናይቶም ተሓከምቲ ልኹፋት ናይ ኮቪድ-19 4% ኢዩ።	The mortality rate of patients infected with COVID-19 is 4%.
113	en	ti-er	 In this study, we assess the trends in the cumulative incidence of COVID-19 in each European Union/European Economic Area (EU/EEA) country and the United Kingdom (UK) and compare them to that of Hubei Province, China. 	ኣብዚ መጽናዕቲ ንእኩብ ኣጋጣሚታት COVID-19 ኣብ ነፍሲወከፍ ሃገር EU/EEA (ኤውሮጳ ሕብረት/ኤውሮጳዊ ቁጠባዊ ዞባ) ከምኡውን ብሪጣንያን ብምርኣይ ምስ ኣውራጃ Hubei ናይ ቻይና ከነወዳድሮ ኢና።	In this study, we will look at the cumulative incidence of COVID-19 in each EU/EEA (European Union/European Economic Area) country and the UK and compare it with Hubei Province of China.
114	en	ti-er	 We also compare the current number of COVID-19 cases in EU/EEA countries and the UK with that in Italy during 31 January–15 March 2020. 	ሕሉው ቑጽሪ ናይ ሕሙማት ኣብ ሃገራት ኤውሮጳን ዓባይ ብሪጣንያን ምስ ናይ ጥልያን ልኹፋት፡  ካብ 31 ጥሪ 15-መጋቢት 2020፡ ኣነጻጺርና።	We compared the current number of cases in European countries and the UK with those in Italy, from 31 January 15-March
115	en	ti-er	 COVID-19 cases in EU/EEA countries and the UK 	ሕማም COVID-19 ኣብ ሃገራት EU/EEA ከምኡውን ብሪጣንያ	COVID-19 in EU/EEA countries and the UK
116	en	ti-er	 Subsequent to China, COVID-19 underwent further geographical spread and the dynamic of the COVID-19 pandemic in the rest of the world currently follows that of this country. 	ን ቻይና ብምክታል፡ ኮቪድ-19 ሰፊሕ ጀኦግራፍያዊ ቦታ ሸፊኑ ከምኡውን ምንቅስቃስ ናይ ለበዳ ኮቪድ-19  ኣብ ዝተረፈ ክፋል ዓለም ናይ ቻይና መልክዕ ብምሓዝ የስፋሕፍሕ ኣሎ፡፡	Following China, COVID-19 has covered a large geographical area and the movement of the COVID-19 pandemic is spreading in the rest of the world taking the form of China.
117	en	ti-er	 On 11 March 2020, the Director General of the World Health Organization (WHO) declared COVID-19 a pandemic. 	ኣብ መጋቢት 11 ናይ 2020፡ ዳይረክቶር ጀነራል ወይ ሓላፊ ናይ ውድብ ጥዕና ዓለም (WHO) ን ኮቪድ-19 ለበዳ ብምባል ጸዊዕዎ።	On March 11, 2020, the Director-General or head of the World Health Organization (WHO) called the COVID-19 pandemic.
118	en	ti-er	 In the 5 March issue of Eurosurveillance 2020, Spiteri et al. reported on the first European confirmed COVID-19 cases according to the WHO case definition. 	ብመሰረት ምትርጓም ሕማማት ውድብ ጥዕና ዓለም (WHO ) ኣብ ናይ መጋቢት 5 ሕታሙ ዩሮሰርቬይላንስ 2020 ስፒተሪን ካልኦትን: ናይ ፈለማ ናይ ኣውሮጳ ምዃኑ እተረጋገጸ ሕሙም ናይ COVID-19 ረኺቦም።	According to the World Health Organization (WHO ) definition of diseases in its March 5 issue of Eurosurveillance 2020, Spiteri et al: found the first confirmed European case of COVID-1
119	en	ti-er	 In the EU/EEA, the first three confirmed cases were reported by France on 24 January 2020 in persons returning from Wuhan, Hubei Province, China. 	ኣብ ሕብረት ኤውሮጳን፡ 24,ጥሪ  2020 ናይ መጀመርያ ሰለስተ ልኹፋት ግዳያት ኣብ ፈረንሳ ተረኺቦም፡ እዞም ልኹፋት ካብ ከተማ ዉሃን ኣውራጃ ሁበይ ቻይና ዝተመልሱ ኢዮም።	In the European Union and, on January 24,2020, the first three infected victims were found in France, who returned from Wuhan, Hubei Province, China.
120	en	ti-er	 As at 15 March 2020, COVID-19 cases had been detected in all 30 EU/EEA countries and the United Kingdom (UK), whereby between 31 December 2019 and that date included, 39,768 cases and 1,727 deaths had been reported, with 17,750 cases and 1,441 deaths from Italy alone. 	ክሳብ 15 መጋቢት 2020፡ ግዳያት ናይ ኮቪድ-19 ኣብ ኩለን 30 ናይ ኤውሮጳዊ ሕብረት ሃገራት (EU/EEA countries) ተረኺቡ፡ ከምኡ`ውን ዓባይ ብሪጣንያ፡ ኣብ መንጎ  ዕለት 31 ታሕሳስ 2019 ከምኡ`ውን ነታ መዓልቲ ዘጠቃለለ፡ 39,768 ግዳያት ከምኡ`ውን 1,727 ሞት ተመዝጊቡ፡ ካብዚኣቶም ድማ 17,750 ግዳያት ከምኡ`ውን 1,441 ሞት፡ ካብ ጣልያን ኢዮም።	As of 15 March 2020, cases of COVID-19 have been reported in all 30 EU/EEA countries, and the UK, between 31 December 2019 and including that date, 39,768 cases and 1,7 Deaths were recorded, of which 17,750 victims and 1,441 deaths, were from Italy.
121	en	ti-er	 Obtaining cumulative number and cumulative incidence of COVID-19 cases 	ነቲ ድምር ቁጽሪን፡ ድምር  ፍጻሜታት/ተርእዮታት ናይ ግዳያት ኮቪድ-19፡	the total number and, the total incidents/phenomena of COVID-19 victims:
