	sourceLang	targetLang	sourceString	targetString	en-mt
31	en	id	but i have difficulty breathing	dan saya merasa kesulitan bernapas	and I find it hard to breathe
32	en	id	but i know lot of people cough on me	tetapi saya tahu banyak orang batuk ke arah saya	but i know a lot of people are coughing in my direction
33	en	id	but we need to treat every chest pain with the utmost seriousness	tetapi kita perlu menangani setiap nyeri dada dengan sangat serius	but we need to take every chest pain very seriously
34	en	id	but you're breathing all right right now right?	tetapi saat ini Anda dapat bernapas dengan baik?	but right now you can breathe just fine?
35	en	id	cause of this chest pain i totally forgot	saya benar-benar lupa penyebab nyeri dada ini	I completely forgot the cause of this chest pain
36	en	id	does it feel like somebody squeezing your chest	apakah rasanya seperti ada orang yang meremas dada Anda?	does it feel like someone is squeezing your chest?
37	en	id	do still feel like shortness of breath	masih terasa seperti sesak napas	still feels like shortness of breath
38	en	id	do they complain of being sick similar symptoms?	apakah mereka mengeluh sakit dengan gejala yang sama?	do they complain of pain with the same symptoms?
39	en	id	do you have any other chronic like high blood pressure or anything like that?	apakah Anda memiliki masalah kronis seperti tekanan darah tinggi atau sejenisnya?	do you have any chronic problems like high blood pressure or something like that?
40	en	id	do you have any other diseases chronic medical problems like diabetes?	apakah Anda memiliki masalah medis atau penyakit kronis lain seperti diabetes?	do you have any other medical problems or chronic illnesses such as diabetes?
41	en	id	do you have any shortness of breath with that chest pain?	apakah Anda merasa sesak napas bersama dengan nyeri dada tersebut?	do you feel short of breath along with the chest pain?
42	en	id	do you have high blood pressure?	apakah Anda menderita tekanan darah tinggi?	do you suffer from high blood pressure?
43	en	id	do you have some shortness of breath goes with that?	apakah Anda merasa sesak napas bersama dengan gejala itu?	do you feel short of breath along with those symptoms?
44	en	id	do you know what symptoms she was having?	apakah Anda tahu gejala apa yang dialaminya?	do you know what symptoms he is experiencing?
45	en	id	do you see the image?	apakah Anda melihat gambarnya?	did you see the picture?
46	en	id	drink plenty of fluids today	minum banyak cairan hari ini	drink lots of fluids today
47	en	id	however i take tests for the diabetes	namun saya menjalani tes diabetes	however I had a diabetes test
48	en	id	however she has symptoms quite similar to mine	namun ia memiliki gejala yang agak mirip dengan saya	however he has somewhat similar symptoms to me
49	en	id	how high is your fever?	seberapa tinggi demam Anda?	how high is your fever?
50	en	id	how' s your blood pressure?	bagaimana tekanan darah Anda?	how is your blood pressure?
51	en	id	if you continue to have high fevers	jika demam Anda berlanjut	if your fever persists
52	en	id	if you have a fever of a hundred and two or higher	jika demam Anda seratus dua atau lebih tinggi	if your fever is a hundred and two or higher
53	en	id	if you think that your symptoms or problems warrant a better look	jika menurut Anda gejala atau masalah Anda perlu pemeriksaan lebih baik	if you think your symptom or problem needs a better check
54	en	id	i got a fever yesterday	saya demam kemarin	I had a fever yesterday
55	en	id	i got a slight fever too	saya juga sedikit demam	I also have a little fever
56	en	id	i had a fever yesterday	saya demam kemarin	I had a fever yesterday
57	en	id	i have a sharp pain here in the chest	saya merasa nyeri menusuk di sini, di dada	I feel a stabbing pain here in my chest
58	en	id	i have some difficulty breathing too	saya juga kesulitan bernapas	I also have difficulty breathing
59	en	id	i'll send you an image	saya akan mengirimkan gambar kepada Anda	i will send you pictures
60	en	id	i'm having some chest pain today	saya merasa nyeri dada hari ini	I feel chest pain today
61	en	id	i'm just having some headaches and some fever today	saya hanya merasa sedikit sakit kepala dan demam hari ini	I just feel a little headache and fever today
62	en	id	in my opinion it is flu	menurut pendapat saya, ini flu	in my opinion, this is the flu
63	en	id	in my opinion this is a little flu	menurut pendapat saya, ini sedikit flu	in my opinion, it&#39;s a bit of a cold
64	en	id	is it like some heavy heavy person sitting on your chest?	apakah rasanya seperti ada orang yang sangat berat duduk di dada Anda?	does it feel like a very heavy person is sitting on your chest?
65	en	id	it all started with the headaches and with the fever about the same time	semua berawal dari sakit kepala disertai demam pada saat yang hampir bersamaan	it all started with a headache accompanied by a fever at almost the same time
66	en	id	it hurts in the middle of my chest	terasa sakit di bagian tengah dada saya	pain in the center of my chest
67	en	id	it is a pressure like chest pain	tekanan seperti nyeri dada	pressure such as chest pain
68	en	id	it is in my chest	di dada saya	on my chest
69	en	id	it is in the center of my chest	di bagian tengah dada saya	in the middle of my chest
70	en	id	it is in the center of the chest	di bagian tengah dada	in the middle of the chest
71	en	id	i've got pain in my chest	saya mengalami nyeri di dada saya	I have pain in my chest
72	en	id	i've very concerned of this chest pain	saya sangat khawatir tentang nyeri dada ini	I am very worried about this chest pain
73	en	id	i want you to tell me in describing this chest pain	saya ingin Anda menjelaskan nyeri dada ini	I want you to describe this chest pain
74	en	id	like high blood pressure or diabetes	seperti tekanan darah tinggi atau diabetes	such as high blood pressure or diabetes
75	en	id	like right in the center of the chest	seperti tepat di bagian tengah dada	like right in the middle of the chest
76	en	id	now for the fever you can take a tachipirina sweet	untuk demamnya, Anda bisa minum tachipirina manis	for the fever, you can drink sweet tachipirina
77	en	id	now mary how many days have you had the symptoms	Mary, sudah berapa hari Anda mengalami gejala ini?	Mary, how many days have you had these symptoms?
78	en	id	now you said you have a chest pain	Anda katakan bahwa Anda merasa nyeri dada	You say that you have chest pain
79	en	id	occasionally i have some chest pain	terkadang saya merasa nyeri dada	sometimes I feel chest pain
80	en	id	okay are you having any other symptoms along with this other than just the pain	baiklah, apakah ada gejala lain bersama gejala ini selain rasa nyeri	ok, are there any other symptoms along with these symptoms besides pain
81	en	id	or somebody sitting on your chest?	atau seseorang duduk di dada Anda?	or someone sitting on your chest?
82	en	id	pretty much the same with the fever and the cough headache and muscle pains	hampir sama dengan demam, batuk, sakit kepala, dan nyeri otot	almost the same as fever, cough, headache, and muscle aches
83	en	id	right in the middle of my chest	tepat di bagian tengah dada saya	right in the middle of my chest
84	en	id	show me on this image where you feel the pain	tunjukkan di gambar ini tempat Anda merasa sakit	show in this picture where you feel pain
85	en	id	since you have a fever	karena Anda demam	because you have a fever
86	en	id	so do you think that some of these symptoms could be related to being pregnant?	jadi, apakah menurut Anda beberapa gejala ini mungkin berhubungan dengan kehamilan?	So, do you think some of these symptoms might be related to pregnancy?
87	en	id	so your children are having some of the same symptoms?	jadi, anak-anak Anda memiliki beberapa gejala yang sama?	So, do your kids have some of the same symptoms?
88	en	id	tell me about your chest pain	ceritakan mengenai nyeri dada Anda	tell me about your chest pain
89	en	id	the fever increases at night	demam meningkat di malam hari	fever increases at night
90	en	id	the fever i've had for the last two days	demam saya sudah berlangsung selama dua hari	My fever has been going on for two days
91	en	id	the fever started to increase last night	demam mulai meningkat tadi malam	fever started to rise last night
92	en	id	this is doctor porter in the emergency room triage center	ini dokter Porter di pusat triase ruang gawat darurat	this is doctor Porter at the emergency room triage center
93	en	id	well can you tell me a little bit more about your chest pain?	bisakah Anda ceritakan lebih banyak mengenai nyeri dada Anda?	can you tell me more about your chest pain?
94	en	id	well i feel a pain in the front of my body here in my chest	saya merasa nyeri di bagian depan tubuh saya, di sini, di dada	I feel pain in the front of my body, here in the chest
95	en	id	well i've been having a strong pain in my chest	saya merasakan nyeri yang kuat di dada saya	i felt a strong pain in my chest
96	en	id	well when i have that pain in my chest	saat saya merasakan nyeri tersebut di dada saya	when I feel this pain in my chest
97	en	id	what kinda pain do you have in your chest?	nyeri seperti apa yang Anda rasakan di dada Anda?	what kind of pain do you feel in your chest?
98	en	id	when this chest pain started?	kapan nyeri dada ini berawal?	when did this chest pain start?
99	en	id	where do you have the pain in the chest?	di bagian mana Anda merasa nyeri di dada?	where do you feel pain in the chest?
100	en	id	where you feel this chest pain eel this chest t	di bagian mana Anda merasa nyeri dada?	where do you feel chest pain?
101	en	id	you feel like tightness on your chest	Anda merasa seperti sesak di dada Anda	You feel like a tightness in your chest
102	en	id	you know i got diabetes and stuff	tahukah Anda saya menderita diabetes dan penyakit lain	do you know i have diabetes and other diseases
103	en	id	you said you're having this chest pain	Anda katakan bahwa Anda merasakan nyeri dada ini	You say that you have this chest pain
104	en	id	Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020	Insiden kumulatif penyakit koronavirus (COVID-19) yang meningkat cepat di Uni Eropa/Wilayah Ekonomi Eropa dan Inggris Raya, 1 Januari hingga 15 Maret 2020	Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the UK, 1 January to 15 March 2020
105	en	id	The cumulative incidence of coronavirus disease (COVID-19) cases is showing similar trends in European Union/European Economic Area countries and the United Kingdom confirming that, while at a different stage depending on the country, the COVID-19 pandemic is progressing rapidly in all countries.	Insiden kumulatif kasus penyakit koronavirus (COVID-19) menunjukkan tren serupa di negara Uni Eropa/Wilayah Ekonomi Eropa dan Inggris Raya yang mengonfirmasi bahwa, meskipun tahapnya berbeda-beda tergantung negara, pandemi COVID-19 berkembang sangat cepat di semua negara.	The cumulative incidence of cases of coronavirus disease (COVID-19) shows similar trends in European Union/European Economic Area countries and the United Kingdom confirming that, although the stages vary by country, the COVID-19 pandemic is developing very fast in all countries.
106	en	id	Based on the experience from Italy, countries, hospitals and intensive care units should increase their preparedness for a surge of patients with COVID-19 who will require healthcare, and in particular intensive care.	Berdasarkan pengalaman Italia, negara, rumah sakit, dan unit perawatan intensif hendaknya meningkatkan kesiapannya untuk lonjakan pasien COVID-19 yang akan memerlukan perawatan kesehatan, khususnya perawatan intensif.	Based on Italy&#39;s experience, the country, hospitals and intensive care units should increase their readiness for a surge in COVID-19 patients who will require health care, especially intensive care.
107	en	id	On 31 December 2019, a cluster of pneumonia cases of unknown aetiology was reported in Wuhan, Hubei Province, China.	Pada 31 Desember 2019, klaster kasus pneumonia dengan etiologi tidak dikenal dilaporkan di Wuhan, Provinsi Hubei, Tiongkok.	On December 31, 2019, a cluster of pneumonia cases of unknown etiology was reported in Wuhan, Hubei Province, China.
108	en	id	On 9 January 2020, the China Center for Disease Control and Prevention reported the causative agent as being a novel coronavirus now referred to as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	Pada 9 Januari 2020, Pusat Pengendalian dan Pencegahan Penyakit Tiongkok melaporkan agen kausatif penyakit ini adalah koronavirus baru yang sekarang disebut koronavirus sindrom pernapasan akut berat 2 (SARS-CoV-2).	On January 9, 2020, the Chinese Center for Disease Control and Prevention reported that the causative agent of this disease was a new coronavirus, now called severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).
109	en	id	Since, the illness resulting from SARS-CoV-2 infection has been named coronavirus disease (COVID-19).	Sejak saat itu, penyakit yang diakibatkan oleh infeksi SARS-CoV-2 disebut penyakit koronavirus (COVID-19).	Since then, the disease caused by infection with SARS-CoV-2 has been called coronavirus disease (COVID-19).
110	en	id	Evidence to date is that ca 80% of individuals with COVID-19 have a mild disease, i.e. a respiratory tract infection with or without pneumonia, and most of these recover.	Bukti hingga saat ini menunjukkan bahwa sekitar 80% penderita COVID-19 mengalami penyakit ringan, yakni infeksi saluran napas dengan atau tanpa pneumonia, dengan sebagian besar penderita ini sembuh.	Evidence to date suggests that around 80% of people with COVID-19 experience mild illness, namely respiratory infections with or without pneumonia, with most of these sufferers recovering.
111	en	id	In ca 14% cases, COVID-19 develops into a more severe disease requiring hospitalisation while the remaining 6% cases experience critical illness requiring intensive care.	Pada sekitar 14% kasus, COVID-19 berkembang menjadi penyakit yang lebih berat dan memerlukan perawatan rumah sakit, sementara 6% kasus lainnya mengalami penyakit kritis yang memerlukan perawatan intensif.	In around 14% of cases, COVID-19 develops into a more serious illness and requires hospital treatment, while another 6% of cases experience critical illness requiring intensive care.
112	en	id	The mortality of patients hospitalised due to COVID-19 is ca 4%.	Mortalitas pasien yang dirawat di rumah sakit akibat COVID-19 sekitar 4%.	The mortality of patients hospitalized from COVID-19 is around 4%.
113	en	id	In this study, we assess the trends in the cumulative incidence of COVID-19 in each European Union/European Economic Area (EU/EEA) country and the United Kingdom (UK) and compare them to that of Hubei Province, China.	Dalam studi ini, kami mengkaji tren insiden kumulatif COVID-19 negara Uni Eropa/Wilayah Ekonomi Eropa (EU/EEA) dan Inggris Raya (UK) lalu membandingkannya dengan insiden di Provinsi Hubei, Tiongkok.	In this study, we examine cumulative incidence trends of COVID-19 in European Union/European Economic Area (EU/EEA) and United Kingdom (UK) countries and compare them with incidents in Hubei Province, China.
114	en	id	We also compare the current number of COVID-19 cases in EU/EEA countries and the UK with that in Italy during 31 January–15 March 2020.	Kami juga membandingkan jumlah kasus COVID-19 saat ini di negara EU/EEA dan UK dengan jumlah kasus di Italia selama 31 Januari–15 Maret 2020.	We also compared the number of current cases of COVID-19 in EU/EEA and UK countries with the number of cases in Italy during 31 January–15 March 2020.
115	en	id	COVID-19 cases in EU/EEA countries and the UK	Kasus COVID-19 di negara EU/EEA dan UK	COVID-19 cases in EU/EEA and UK countries
116	en	id	Subsequent to China, COVID-19 underwent further geographical spread and the dynamic of the COVID-19 pandemic in the rest of the world currently follows that of this country.	Setelah Tiongkok, COVID-19 mengalami penyebaran geografis lebih jauh dan dinamika pandemi COVID-19 di belahan dunia lainnya saat ini mengikuti dinamika pandemi di Tiongkok.	After China, COVID-19 experienced further geographic spread and the dynamics of the COVID-19 pandemic in other parts of the world are currently following the dynamics of the pandemic in China.
117	en	id	On 11 March 2020, the Director General of the World Health Organization (WHO) declared COVID-19 a pandemic.	Pada 11 Maret 2020, Direktur Jendral Organisasi Kesehatan Dunia (WHO) menyatakan COVID-19 sebagai pandemi.	On March 11, 2020, the Director General of the World Health Organization (WHO) declared COVID-19 a pandemic.
118	en	id	In the 5 March issue of Eurosurveillance 2020, Spiteri et al. reported on the first European confirmed COVID-19 cases according to the WHO case definition.	Di Eurosurveillance 2020 terbitan 5 Maret, Spiteri et al. melaporkan orang Eropa pertama dengan kasus COVID-19 terkonfirmasi berdasarkan definisi kasus WHO.	In the March 5 issue of Eurosurveillance 2020, Spiteri et al. reports the first European person with a confirmed case of COVID-19 based on the WHO case definition.
119	en	id	In the EU/EEA, the first three confirmed cases were reported by France on 24 January 2020 in persons returning from Wuhan, Hubei Province, China.	Di EU/EEA, tiga kasus terkonfirmasi pertama dilaporkan oleh Prancis pada 24 Januari 2020 pada orang-orang yang kembali dari Wuhan, Provinsi Hubei, Tiongkok.	In the EU/EEA, the first three confirmed cases were reported by France on 24 January 2020 in people returning from Wuhan, Hubei Province, China.
120	en	id	As at 15 March 2020, COVID-19 cases had been detected in all 30 EU/EEA countries and the United Kingdom (UK), whereby between 31 December 2019 and that date included, 39,768 cases and 1,727 deaths had been reported, with 17,750 cases and 1,441 deaths from Italy alone.	Pada 15 Maret 2020, kasus COVID-19 telah dideteksi di seluruh 30 negara EU/EEA dan Ingris Raya (UK), antara tanggal 31 Desember 2019 dan 15 Maret 2020 dengan tanggal tersebut termasuk, ada 39.768 kasus dan 1.727 kematian dilaporkan, dengan 17.750 kasus dan 1.441 kematian dari Italia saja.	As of 15 March 2020, cases of COVID-19 were detected in all 30 EU/EEA countries and the United Kingdom (UK), between 31 December 2019 and 15 March 2020 with these dates included, there were 39,768 cases and 1,727 deaths reported, with 17,750 cases and 1,441 deaths from Italy alone.
121	en	id	Obtaining cumulative number and cumulative incidence of COVID-19 cases	Mendapatkan angka kumulatif dan insiden kumulatif kasus COVID-19	Get the cumulative number and cumulative incidence of COVID-19 cases
122	en	id	At the European Centre for Disease Prevention and Control (ECDC), the notified COVID-19 case counts in each country worldwide, obtained from only official sources such as the countries’ Ministry of Health, national and regional health authorities and the WHO, are updated each day at 8:00 a.m.	Di Pusat Pencegahan dan Pengendalian Penyakit Eropa (ECDC), jumlah kasus COVID-19 yang diberitahukan setiap negara di seluruh dunia diperbarui setiap hari pada pukul 8.00. Jumlah ini diperoleh hanya dari sumber resmi seperti Kementrian Kesehatan negara tersebut, otoritas kesehatan nasional dan regional, dan WHO.	At the European Center for Disease Prevention and Control (ECDC), the number of COVID-19 cases notified by each country around the world is updated daily at 8.00. This number is obtained only from official sources such as the country&#39;s Ministry of Health, national and regional health authorities, and WHO.
123	en	id	These data were used for assessing the trends of COVID-19 in EU/EEA and the UK, and comparing them to that in Italy.	Data ini digunakan untuk menilai tren COVID-19 di EU/EEA dan UK, serta membandingkannya dengan tren di Italia.	This data is used to assess trends in COVID-19 in the EU/EEA and UK, and compare them with trends in Italy.
124	en	id	As a proxy of the prevalence of active COVID-19 cases, we calculated the 14-day truncated cumulative incidence of COVID-19 cases, thus taking into account the natural course of COVID-19, in each EU/EEA country and the UK, during the 1 January–15 March 2020 period.	Sebagai proksi prevalensi kasus COVID-19 aktif, kami menghitung insiden kumulatif terpenggal 14 hari, jadi memperhitungkan perjalanan alami COVID-19, di setiap negara EU/EEA dan UK, dalam periode 1 Januari–15 Maret 2020.	As a proxy for the prevalence of active COVID-19 cases, we calculated cumulative incidents separated by 14 days, thus accounting for the natural course of COVID-19, in each EU/EEA and UK country, in the period 1 January–15 March 2020.
125	en	id	We also presented the cumulative number of notified cases of each country as at 15 March 2020 8:00 a.m. compared with that of Italy for the 31 January–15 March 2020 period.	Kami juga menyajikan angka kumulatif kasus yang diberitahukan setiap negara hingga 15 Maret 2020 pukul 8.00 dibandingkan dengan kasus Italia selama periode 31 Januari–15Maret 2020.	We also present the cumulative number of cases notified by each country up to 15 March 2020 at 8.00 am compared to the cases of Italy during the period 31 January–15 March 2020.
126	en	id	Trends of COVID-19 in EU/EEA countries and the UK	Tren COVID-19 di negara EU/EEA dan UK	COVID-19 trends in EU/EEA and UK countries
127	en	id	The trends in the 14-day truncated cumulative incidence of COVID-19 cases in EU/EEA countries and the UK generally followed that of Hubei Province (China) (Figure 1).	Tren insiden kumulatif terpenggal 14 hari kasus COVID-19 di negara EU/EEA dan UK umumnya mengikuti tren di Provinsi Hubei (Tiongkok) (Gambar 1).	The trend of cumulative incidents separated by 14 days of COVID-19 cases in EU/EEA and UK countries generally follows the trend in Hubei Province (China) (Figure 1).
128	en	id	For the EU/EEA and the UK overall, the cumulative incidence of COVID-19 started to increase around 21 February and then increased sharply around 28 February 2020 (Supplementary material).	Untuk EU/EEA dan UK secara keseluruhan, insiden kumulatif COVID-19 mulai meningkat sekitar 21 Februari, lalu meningkat tajam sekitar 28 Februari 2020 (Bahan tambahan).	For the EU/EEA and the UK as a whole, the cumulative incidence of COVID-19 started to increase around 21 February, then increased sharply around 28 February 2020 (Supplementary material).
129	en	id	This was mostly driven by the rapid increase in the number of reported cases from Italy, but all other EU/EEA countries and the UK showed similar increasing trends of the cumulative incidence of COVID-19 (Supplementary material).	Tren ini terutama digerakkan oleh peningkatan cepat jumlah kasus yang dilaporkan dari Italia, tetapi semua negara EU/EEA yang lain dan UK menunjukkan tren peningkatan insiden kumulatif COVID-19 yang serupa (Bahan tambahan).	This trend is primarily driven by the rapid increase in the number of cases reported from Italy, but all other EU/EEA countries and the UK show a similar trend of increasing cumulative incidence of COVID-19 (Supplementary material).
130	en	id	Figure 2 shows the cumulative number of COVID-19 cases, in EU/EEA countries and the UK compared with that in Italy for the 31 January–15 March 2020 period.	Gambar 2 menunjukkan jumlah kumulatif kasus COVID-19 di negara EU/EEA dan UK dibandingkan dengan jumlah kumulatif di Italia selama periode 31 Januari–15 Maret 2020.	Figure 2 shows the cumulative number of COVID-19 cases in EU/EEA and UK countries compared to the cumulative number in Italy during the period 31 January–15 March 2020.
131	en	id	It highlights that, as at 15 March 8:00 a.m., 15 other EU/EEA countries and the UK had already reported a total number of cases comparable to that of Italy just 3 weeks prior or less.	Data tersebut menyoroti bahwa, hingga 15 Maret pukul 8.00, 15 negara EU/EEA lain dan UK telah melaporkan total jumlah kasus yang sebanding dengan total jumlah kasus Italia tiga minggu sebelumnya atau kurang dari itu.	The data highlights that, as of March 15 at 8:00, 15 other EU/EEA countries and the UK have reported total number of cases comparable to Italy&#39;s total number of cases three weeks earlier or less.
132	en	id	Our results indicate that the number of notified cases of COVID-19 is rapidly increasing in the EU/EEA and the UK.	Hasil kami mengindikasikan bahwa jumlah kasus COVID-19 yang diberitahukan meningkat cepat di EU/EEA dan UK.	Our results indicate that the number of notified cases of COVID-19 is increasing rapidly in the EU/EEA and UK.
133	en	id	The observed trends in the cumulative incidence of COVID-19 suggest that the pandemic is progressing at a comparable speed in all countries.	Tren yang teramati pada insiden kumulatif COVID-19 mengisyaratkan bahwa pandemi meningkat pada kecepatan yang sebanding di semua negara.	The observed trends in the cumulative incidence of COVID-19 suggest that the pandemic is increasing at a comparable pace in all countries.
134	en	id	This is despite countries being at different stages, variations in national public health responses, and possibly different case definitions in countries and different protocols for selecting patients that must be tested for confirmation of COVID-19, including catch-up testing.	Hal ini terlepas dari perbedaan tahap yang dialami negara-negara, variasi respons kesehatan masyarakat, dan kemungkinan perbedaan definisi kasus antara negara dan perbedaan protokol untuk memilih pasien yang harus diuji untuk konfirmasi COVID-19, yang mencakup pengujian susulan.	This is despite the differences in the stages that countries experience, the variations in public health response, and possible differences in case definitions between countries and differences in protocols for selecting patients who should be tested for confirmation of COVID-19, which includes follow-up testing.
135	en	id	Early March 2020, doctors in the affected regions of Italy described a situation in which ca 10% of patients with COVID-19 required intensive care and media sources reported that hospitals and intensive care units in these regions had already reached their maximum capacity.	Pada awal Maret 2020, para dokter di wilayah Italia yang terdampak menjelaskan situasi sekitar 10% pasien COVID-19 memerlukan perawatan intensif dan sumber media melaporkan bahwa rumah sakit dan unit perawatan intensif di wilayah ini telah mencapai kapasitas maksimumnya.	In early March 2020, doctors in the affected Italian regions described the situation as around 10% of COVID-19 patients requiring intensive care and media sources reported that hospitals and intensive care units in these regions have reached their maximum capacity.
136	en	id	Data on admission of COVID-19 cases in a hospital and/or an intensive care unit are currently available at EU/EEA level for only 6% and 1% cases, respectively (data not shown).	Saat ini, data penerimaan kasus COVID-19 di rumah sakit dan/atau unit perawatan intensif di tingkat EU/EAA hanya tersedia untuk masing-masing 6% dan 1% kasus (data tidak diperlihatkan).	Currently, data on hospital and/or intensive care unit admissions of COVID-19 cases at the EU/EAA level are only available for 6% and 1% of cases respectively (data not shown).
137	en	id	They should, however, be collected in a systematic fashion to complement current surveillance data that focus on the number of reported cases and the number of deaths.	Namun, data harus dikumpulkan dalam cara yang sistematik untuk melengkapi data surveilans saat ini yang berfokus pada jumlah kasus yang dilaporkan dan angka kematian.	However, data must be collected in a systematic way to complement the current surveillance data which focuses on the number of reported cases and mortality rates.
138	en	id	A study performed in 2010–11 showed a large variation in the availability of intensive care and intermediate care beds in Europe, ranging from 29.2 in Germany to 4.2 beds per 100,000 population in Portugal.	Studi yang dilakukan pada tahun 2010-2011 menunjukkan variasi besar dalam hal ketersediaan tempat tidur perawatan intensif dan perawatan madya di Eropa, berkisar mulai dari 29,2 di Jerman hingga 4,2 per 100.000 populasi di Portugal.	Studies conducted in 2010–2011 show large variations in the availability of intensive care and secondary care beds within Europe, ranging from 29.2 in Germany to 4.2 per 100,000 population in Portugal.
139	en	id	This means that countries may have more or less resources than Italy (12.5 intensive care and intermediate care beds per 100,000 population in 2010–11).	Hal ini berarti bahwa negara-negara dapat memiliki sumber daya yang lebih banyak atau lebih sedikit dibandingkan Italia (12,5 tempat tidur perawatan intensif dan perawatan madya per 100.000 populasi pada tahun 2010-2011).	This means that countries may have more or fewer resources than Italy (12.5 intensive care and middle care beds per 100,000 population in 2010-2011).
140	en	id	Modelling scenarios related to healthcare capacity saturation, with estimates for each EU/EEA country and the UK of the prevalence of hospitalised COVID-19 cases associated with a > 90% risk of exceeding intensive care bed capacity, are provided in the sixth update of the ECDC rapid risk assessment on COVID-19.	Skenario pemodelan terkait kejenuhan kapasitas perawatan kesehatan, dengan estimasi prevalensi kasus COVID-19 rawat inap untuk setiap negara EU/EEA dan UK yang berkaitan dengan risiko >90% melampaui kapasitas tempat tidur perawatan intensif, disediakan di pembaruan keenam penilaian risiko cepat ECDC tentang COVID-19.	Modeling scenarios related to health care capacity saturation, with estimated prevalence of hospitalized COVID-19 cases for each EU/EEA and UK country associated with a &gt;90% risk of exceeding intensive care bed capacity, are provided in the sixth update of the ECDC&#39;s rapid risk assessment of COVID-19 19.
