	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_id	translated
38	38	en	am	 do they complain of being sick similar symptoms? 	ተመሳሳይ የሕመም ምልክቶች እንዳሉባቸው ይገልጻሉ?	CMU_1:51	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ተመሳሳይ የሕመም ምልክቶች በመታመማቸው ያማርራሉ? 
39	39	en	am	 do you have any other chronic like high blood pressure or anything like that? 	ከፍተኛ የደም ግፊት ወይም ተመሳሳይ የሆነ ማንኛውም ዓይነት ስር የሰደደ በሽታ አለብዎት?	CMU_1:53	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እንደ ከፍተኛ የደም ግፊት ያለ ሥር የሰደደ ወይም እንዲህ ያለ ሥር የሰደደ ነገር አለህ? 
40	40	en	am	 do you have any other diseases chronic medical problems like diabetes? 	እንደ ስኳር በሽታ ያለ ሌላ ስር የሰደደ የጤና ችግር አለብዎት?	CMU_1:54	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እንደ ስኳር በሽታ ያሉ ሥር የሰደዱ የሕክምና ችግሮች ያሉብህ ሌሎች በሽታዎች አሉን? 
41	41	en	am	 do you have any shortness of breath with that chest pain? 	ከደረት ህመም ጋር ማንኛውም ዓይነት የትንፋሽ ማጠር አለብዎት?	CMU_1:55	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በዚህ የደረት ሕመም የአፍ ጠረን አለህ? 
42	42	en	am	 do you have high blood pressure? 	ከፍተኛ የደም ግፊት አለዎት?	CMU_1:56	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ከፍተኛ የደም ግፊት አለብዎት? 
43	43	en	am	 do you have some shortness of breath goes with that? 	ከዚያ ጋር አብሮ የሚሄድ የትንፋሽ ማጠር አለዎት?	CMU_1:57	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 የተወሰነ የአተነፋፈስ እጥረት አለህ? 
44	44	en	am	 do you know what symptoms she was having? 	ምን ዓይነት ምልክቶች እንደነበራት ያውቃሉ?	CMU_1:58	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ምን ዓይነት የሕመም ምልክቶች እንዳሉባት ታውቃለህ? 
45	45	en	am	 do you see the image? 	ምስሉን እያዩት ነው?	CMU_1:60	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ምስሉን ታያለህ? 
46	46	en	am	 drink plenty of fluids today 	ዛሬ የበዛ ፈሳሽ ይጠጡ	CMU_1:61	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ዛሬ ብዙ ፈሳሽ ይጠጡ 
47	47	en	am	 however i take tests for the diabetes 	ሆኖም ግን ለስኳር በሽታ ምርመራ አድርጌያለሁ	CMU_1:63	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ይሁን እንጂ የስኳር በሽታን ለመመርመር እወስናለሁ 
48	48	en	am	 however she has symptoms quite similar to mine 	ሆኖም ግን ከእኔ ጋር የሚመሳሰል ምልክቶች አሉቧት	CMU_1:64	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ነገር ግን ከእኔ ጋር ተመሳሳይ የሆኑ ምልክቶች አሏት 
49	49	en	am	 how high is your fever? 	የትኩሳትዎ መጠን ስንት ነው?	CMU_1:65	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትኩሳትህ ምን ያህል ከፍ ያለ ነው? 
50	50	en	am	 how' s your blood pressure? 	የደም ግፊትዎ እንዴት ነው?	CMU_1:66	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 የደም ግፊትህ እንዴት ነው? 
51	51	en	am	 if you continue to have high fevers 	ከፍ ያለ ትኩሳትዎ ከቀጠለ	CMU_1:69	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ከፍተኛ ትኩሳት ካለባችሁ 
52	52	en	am	 if you have a fever of a hundred and two or higher 	ከአንድ መቶ ሁለት ወይም ከዛ በላይ የሆነ ትኩሳት ካለዎት	CMU_1:70	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 መቶ ሁለት ወይም ከዚያ በላይ ትኩሳት ካለብዎት 
53	53	en	am	 if you think that your symptoms or problems warrant a better look 	ምልክቶችዎ እና ችግሮችዎ ለመታየት የበለጠ ዋስትና እንደሚያስፈልጋቸው ካሰቡ	CMU_1:71	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 የሕመም ምልክቶችህ ወይም ችግሮችህ የተሻለ መልክ እንዲኖራቸው የሚያደርጉ ህመሞች ካሉህ 
54	54	en	am	 i got a fever yesterday 	ትናንት ትኩሳት ነበረብኝ	CMU_1:72	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትናንት ትኩሳት አደረብኝ 
55	55	en	am	 i got a slight fever too 	ትንሽ ትኩሳትም አለኝ	CMU_1:73	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እኔም ትንሽ ትኩሳት አደረብኝ 
56	56	en	am	 i had a fever yesterday 	ትናንት ትኩሳት ነበረኝ	CMU_1:74	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትናንት ትኩሳት ነበረብኝ 
57	57	en	am	 i have a sharp pain here in the chest 	የጠነከረ ህመም እዚህ ደረቴ ላይ አለብኝ	CMU_1:76	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTkc=	 እዚህ ደረቴ ላይ ኃይለኛ ሕመም አለብኝ 
58	58	en	am	 i have some difficulty breathing too 	የመተንፈስ ችግርም አለኝ	CMU_1:79	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እኔም መተንፈስ ይከብደኛል 
59	59	en	am	 i'll send you an image 	ምስል እልክልዎታለሁ	CMU_1:80	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ምስል እልክልሃለሁ 
60	60	en	am	 i'm having some chest pain today 	ዛሬ የተወሰነ የደረት ህመም አለኝ	CMU_1:81	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ዛሬ የደረት ህመም አለብኝ 
61	61	en	am	 i'm just having some headaches and some fever today 	ዛሬ የተወሰኑ ራስ ምታቶች እና ትኩሳት አለኝ	CMU_1:82	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እኔ ዛሬ አንዳንድ ራስ ምታት እና አንዳንድ ትኩሳት እያጋጠማት ነው 
62	62	en	am	 in my opinion it is flu 	በእኔ አስተያየት ጉንፋን ነው	CMU_1:83	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በእኔ አስተያየት ኢንፍሉዌንዛ ነው 
63	63	en	am	 in my opinion this is a little flu 	በእኔ አመለካከት ይሄ መጠነኛ ጉንፋን ነው	CMU_1:84	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በእኔ አስተያየት ይህ ትንሽ ኢንፍሉዌንዛ ነው 
64	64	en	am	 is it like some heavy heavy person sitting on your chest? 	ከባድ የሆነ ሰው ደረትዎ ላይ እንደተቀመጠ ዓይነት ነው?	CMU_1:86	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ደረትህ ላይ እንደተቀመጠ ከባድ ሰው ነውን? 
65	65	en	am	 it all started with the headaches and with the fever about the same time 	ሁሉም የጀመረው ራስ ምታት እና ትኩሳት በአንድ ጊዜ ነው	CMU_1:87	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ይህ ሁሉ የጀመረው ራስ ምታትና ትኩሳት በተመሳሳይ ጊዜ ነበር 
66	66	en	am	 it hurts in the middle of my chest 	በደረቴ መካከል ላይ ህመም አለው	CMU_1:89	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በደረቴ መሀል ይጎዳል 
67	67	en	am	 it is a pressure like chest pain 	ልክ እንደ ደረት ህመም ያለ ግፊት ነው	CMU_1:90	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 የደረት ህመም አይነት ግፊት ነው 
68	68	en	am	 it is in my chest 	ደረቴ ውስጥ ነው	CMU_1:91	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በደረቴ ነው 
69	69	en	am	 it is in the center of my chest 	በደረቴ መካከል ላይ ነው	CMU_1:92	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በደረቴ መሃል ነው 
70	70	en	am	 it is in the center of the chest 	በደረት መካከል ላይ ነው	CMU_1:93	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በደረት መሃል ነው 
71	71	en	am	 i've got pain in my chest 	ደረቴ ውስጥ ህመም አለኝ	CMU_1:97	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በደረቴ ሕመም አለብኝ 
72	72	en	am	 i've very concerned of this chest pain 	በጣም የሚያሰጋ ይሄ የደረት ህመም አለኝ	CMU_1:98	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ይህ የደረት ህመም በጣም አሳስቦኛል 
73	73	en	am	 i want you to tell me in describing this chest pain 	ይህ የደረት ህመም አብራርተው እንዲነግሩኝ እፈልጋለሁ	CMU_1:99	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ይህን የደረት ህመም በመግለፅ እንድትነግሩኝ እፈልጋለሁ 
74	74	en	am	 like high blood pressure or diabetes 	እንደ ከፍተኛ የደም ግፊት ወይም የስኳር በሽታዎች	CMU_1:102	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እንደ ከፍተኛ የደም ግፊት ወይም የስኳር በሽታ 
75	75	en	am	 like right in the center of the chest 	ልክ ቀጥታ በደረቴ መሃከል	CMU_1:103	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ልክ በደረት መሃል 
76	76	en	am	 now for the fever you can take a tachipirina sweet 	አሁን ለትኩሳትዎ የታቺፒሪና ጣፋጭን መውሰድ ይችላሉ	CMU_1:106	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 አሁን ለ ትኩሳት አንድ taቺሪና ጣፋጭ መውሰድ ትችላለህ 
77	77	en	am	 now mary how many days have you had the symptoms 	አሁን ሜሪ እነዚህን ምልክቶች ማየት ከጀመሩ ስንት ቀናት ሆነዎት	CMU_1:108	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 አሁን ማርያም ስንት ቀን ነው የበሽታው ምልክቶች የታዩብህ 
78	78	en	am	 now you said you have a chest pain 	አሁን የደረት ህመም እንዳለዎት ተናግረዋል	CMU_1:109	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 አሁን የደረት ህመም አለብዎት 
79	79	en	am	 occasionally i have some chest pain 	አንዳንዴ የተወሰነ የደረት ህመም አለኝ	CMU_1:110	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 አልፎ አልፎ የደረት ሕመም አለብኝ 
80	80	en	am	 okay are you having any other symptoms along with this other than just the pain 	እሺ ከህመሙ በስተቀር ከዚህ ጋር ጎን ለጎን የሚሄድ ማንኛውም አይነት ምልክቶች አሉብዎት	CMU_1:111	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 እሺ ህመሙን ብቻ ሳይሆን ከዚህ ጋር ሌላ ማንኛውም ህመም አለብዎት 
81	81	en	am	 or somebody sitting on your chest? 	ወይም የሆነ ሰው ደረትዎ ላይ እንደ ተቀመጠ አይነት ስሜት?	CMU_1:113	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ወይስ ደረትህ ላይ የተቀመጠ ሰው? 
82	82	en	am	 pretty much the same with the fever and the cough headache and muscle pains 	ከትኩሳት እና ከሳል ራስ ምታት እና ከጡንቻ ህመሞች ጋር አንድ ዓይነት ነው	CMU_1:114	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትኩሳት ፣ ሳል ራስ ምታትና የጡንቻ ሕመምም ተመሳሳይ ነው 
83	83	en	am	 right in the middle of my chest 	ቀጥታ በደረቴ መካከል	CMU_1:115	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 በደረቴ መሃል 
84	84	en	am	 show me on this image where you feel the pain 	የቱ ጋር ህመም እንደሚሰማዎት እዚህ ምስል ላይ ያሳዩኝ	CMU_1:116	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ሕመሙ በሚሰማህ በዚህ ምስል ላይ አሳየኝ 
85	85	en	am	 since you have a fever 	ትኩሳት ስላለዎት	CMU_1:117	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትኩሳት ስላለብህ 
86	86	en	am	 so do you think that some of these symptoms could be related to being pregnant? 	ስለዚህ ከእነዚህ ውስጥ አንዳንዶቹ ምልክቶች እርጉዝ ከመሆን ጋር የሚገናኙ ይመስልዎታል?	CMU_1:118	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ታዲያ ከእነዚህ ምልክቶች መካከል አንዳንዶቹ ከእርጉዝነት ጋር የተያያዙ ሊሆኑ የሚችሉ ይመስልሃል? 
87	87	en	am	 so your children are having some of the same symptoms? 	ስለዚህ፣ ልጆችዎም ከዚህ ጋር ተመሳሳይ የሆኑ ምልክቶች እያሳዩ ነው?	CMU_1:120	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ታዲያ ልጆቻችሁ ተመሳሳይ የሆኑ አንዳንድ የሕመም ምልክቶች ይታዩባቸዋቸው ይሆን? 
88	88	en	am	 tell me about your chest pain 	ስለ ደረት ህመምዎ ይንገሩኝ	CMU_1:121	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ስለ ደረትህ ሕመም ንገረኝ 
89	89	en	am	 the fever increases at night 	ማታ ላይ ትኩሳቱ ይጨምራል	CMU_1:122	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትኩሳቱ በሌሊት ይጨምራል 
90	90	en	am	 the fever i've had for the last two days 	ላለፉት ሁለት ቀናት የነበረኝ ትኩሳት	CMU_1:123	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ላለፉት ሁለት ቀናት የነበረኝ ትኩሳት 
91	91	en	am	 the fever started to increase last night 	ትኩሳቱ ትናንት ማታ መጨመር ጀምሯል	CMU_1:124	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	amTk4=	 ትኩሳቱ ትናንት ማታ መጨመር ጀመረ 
