	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated
24	24	en	ur	are there other people sick as you at home with your same symptoms?	کیا گھر کے دوسرے افراد بھی آپ جیسی علامات کے ساتھ بیمار ہیں؟	CMU_1:33	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا گھر میں آپ کی طرح دیگر لوگ بھی بیمار ہیں جن میں آپ کی علامات ایک جیسی ہیں؟
25	25	en	ur	are you having any other symptoms?	کیا آپ کو کوئی اور علامات ہیں؟	CMU_1:35	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو کوئی اور علامات ہیں؟
26	26	en	ur	are you having any shortness of breath?	کیا آپ کو سانس لینے میں تکلیف ہو رہی ہے؟	CMU_1:36	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو سانس لینے میں کوئی تکلیف ہو رہی ہے؟
27	27	en	ur	are you still having the chest pain	کیا آپ کو اب بھی سینے میں درد ہے	CMU_1:37	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو اب بھی سینے میں درد ہو رہا ہے
28	28	en	ur	because this is flu season	کیونکہ یہ زکام کا موسم ہے	CMU_1:38	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیونکہ یہ فلو کا موسم ہے
29	29	en	ur	but also we shouldn't be put aside for the heart cardiac origin chest pain	لیکن سینے میں دل سے متعلقہ شروع ہونے والے درد کو ہم نظر انداز بھی نہیں کر سکتے	CMU_1:40	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	لیکن ہمیں دل کے دل کی وجہ سے سینے میں درد کے لئے بھی الگ نہیں رکھنا چاہئے۔
30	30	en	ur	but a more important problem now is this chest pain	لیکن اب زیادہ اہم مسئلہ سینے میں درد ہے	CMU_1:41	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	لیکن اب ایک زیادہ اہم مسئلہ یہ سینے میں درد ہے
31	31	en	ur	but i have difficulty breathing	لیکن مجھے سانس لینے میں مشکل ہے	CMU_1:43	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	لیکن مجھے سانس لینے میں دشواری ہے
32	32	en	ur	but i know lot of people cough on me	لیکن میں جانتا ہوں کہ بہت سے لوگ مجھ پر کھانستے ہیں	CMU_1:44	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	لیکن میں جانتا ہوں کہ بہت سے لوگ مجھ پر کھانستے ہیں
33	33	en	ur	but we need to treat every chest pain with the utmost seriousness	لیکن ہمیں سینے کے ہر درد کا علاج انتہائی سنجیدگی سے کرنے کی ضرورت ہے	CMU_1:45	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	لیکن ہمیں ہر سینے کے درد کا انتہائی سنجیدگی سے علاج کرنے کی ضرورت ہے
34	34	en	ur	but you're breathing all right right now right?	لیکن اب آپ سانس ٹھیک طرح سے لے رہے ہیں صحیح؟	CMU_1:46	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	لیکن کیا آپ ابھی ٹھیک سے سانس لے رہے ہیں؟
35	35	en	ur	cause of this chest pain i totally forgot	میں سینے کے اس درد کی وجہ سے بالکل بھول گیا تھا	CMU_1:47	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اس سینے میں درد کی وجہ میں بالکل بھول گیا
36	36	en	ur	does it feel like somebody squeezing your chest	کیا ایسا لگتا ہے جیسے کوئی آپ کے سینے کو نچوڑ رہا ہے	CMU_1:49	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا ایسا لگتا ہے جیسے کوئی آپ کا سینہ نچوڑ رہا ہے
37	37	en	ur	do still feel like shortness of breath	کیا آپ کو اب بھی سانس لینے میں تکلیف ہو رہی ہے	CMU_1:50	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اب بھی سانس لینے میں دشواری محسوس کرتے ہیں
38	38	en	ur	do they complain of being sick similar symptoms?	کیا وہ ان علامات کے ساتھ بیمار ہونے کی شکایت کرتے ہیں؟	CMU_1:51	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا وہ بیمار ہونے کی شکایت کرتے ہیں اسی طرح کی علامات ہیں؟
39	39	en	ur	do you have any other chronic like high blood pressure or anything like that?	کیا آپ کو بلند ہائی بلڈ پریشر یا اسی طرح کی کوئی اور دائمی بیماری ہے؟	CMU_1:53	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو ہائی بلڈ پریشر یا اس طرح کی کوئی اور دائمی بیماری ہے؟
40	40	en	ur	do you have any other diseases chronic medical problems like diabetes?	کیا آپ کو ذیباطیس جیسی دائمی طبی بیماری ہے؟	CMU_1:54	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو ذیابیطس جیسے دائمی طبی مسائل ہیں؟
41	41	en	ur	do you have any shortness of breath with that chest pain?	کیا آپ کو سینے میں درد کے ساتھ سانس کی تکلیف محسوس ہوئی؟	CMU_1:55	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو سینے میں درد کے ساتھ سانس لینے میں کوئی تکلیف ہے؟
42	42	en	ur	do you have high blood pressure?	کیا آپ کو بلڈ پریشر ہے؟	CMU_1:56	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو ہائی بلڈ پریشر ہے؟
43	43	en	ur	do you have some shortness of breath goes with that?	کیا آپ کو اس کے ساتھ سانس لینے میں تکلیف ہوتی ہے؟	CMU_1:57	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ کو اس کے ساتھ سانس لینے میں کچھ دشواری ہوتی ہے؟
44	44	en	ur	do you know what symptoms she was having?	کیا آپ کو علم ہے کہ اس کو کیا علامات لاحق تھیں؟	CMU_1:58	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ جانتے ہیں کہ اس میں کیا علامات تھیں؟
45	45	en	ur	do you see the image?	کیا آپ نے تصویر دیکھی؟	CMU_1:60	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ تصویر دیکھتے ہیں؟
46	46	en	ur	drink plenty of fluids today	آج کافی مقدار میں پانی پیئں	CMU_1:61	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	آج بہت زیادہ سیال پئیں
47	47	en	ur	however i take tests for the diabetes	تاہم میں نے ذیباطیس شوگر کے ٹیسٹ لیے ہیں	CMU_1:63	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	تاہم میں ذیابیطس کے ٹیسٹ کرواتا ہوں
48	48	en	ur	however she has symptoms quite similar to mine	تاہم اس کی علامات بالکل میری طرح کی ہیں	CMU_1:64	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	تاہم اس کی علامات مجھ سے کافی ملتی جلتی ہیں۔
49	49	en	ur	how high is your fever?	آپ کا بخار کتنا زیادہ ہے؟	CMU_1:65	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	آپ کا بخار کتنا زیادہ ہے؟
50	50	en	ur	how' s your blood pressure?	آپ کا بلڈ پریشر کیسا ہے؟	CMU_1:66	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	آپ کا بلڈ پریشر کیسا ہے؟
51	51	en	ur	if you continue to have high fevers	اگر آپ کو مسلسل تیز بخار ہو	CMU_1:69	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اگر آپ کو تیز بخار جاری ہے
52	52	en	ur	if you have a fever of a hundred and two or higher	اگر آپ کو ایک سو دو یا اس سے زائد بخار ہے	CMU_1:70	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اگر آپ کو ایک سو دو یا اس سے زیادہ بخار ہے
53	53	en	ur	if you think that your symptoms or problems warrant a better look	اگر آپ کا خیال ہے کہ آپ کی علامات اور مسائل میں بہتری دکھائی نہیں دیتی ہے	CMU_1:71	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اگر آپ کو لگتا ہے کہ آپ کے علامات یا مسائل بہتر نظر کے متقاضی ہیں
54	54	en	ur	i got a fever yesterday	مجھے کل بخار ہوگیا تھا	CMU_1:72	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے کل بخار ہوا
55	55	en	ur	i got a slight fever too	مجھے معمولی بخار بھی ہوگیا تھا	CMU_1:73	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے بھی ہلکا سا بخار ہو گیا
56	56	en	ur	i had a fever yesterday	مجھے کل بخار تھا	CMU_1:74	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے کل بخار تھا
57	57	en	ur	i have a sharp pain here in the chest	مجھے یہاں سینے میں تیز درد تھا	CMU_1:76	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میرے سینے میں تیز درد ہے
58	58	en	ur	i have some difficulty breathing too	مجھے سانس لینے میں کچھ تکلیف بھی ہو رہی ہے	CMU_1:79	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے سانس لینے میں بھی دشواری ہوتی ہے
59	59	en	ur	i'll send you an image	میں آپ کو ایک تصویر بھیجوں گا	CMU_1:80	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میں آپ کو ایک تصویر بھیجتا ہوں
60	60	en	ur	i'm having some chest pain today	آج مجھے سینے میں کچھ درد ہو رہا ہے	CMU_1:81	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے آج سینے میں درد ہو رہا ہے
61	61	en	ur	i'm just having some headaches and some fever today	آج مجھے کچھ سر درد اور کچھ بخار ہو رہا ہے	CMU_1:82	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے آج کچھ سر درد اور کچھ بخار ہے
62	62	en	ur	in my opinion it is flu	میری رائے میں یہ زکام ہے	CMU_1:83	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میری رائے میں یہ فلو ہے
63	63	en	ur	in my opinion this is a little flu	میرے رائے میں یہ تھوڑا سا زکام ہے	CMU_1:84	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میری رائے میں یہ ایک چھوٹا سا فلو ہے
64	64	en	ur	is it like some heavy heavy person sitting on your chest?	کیا یہ ایسا ہے جیسے آپ کے سینے پر کوئی بھاری بھر کم شخص بیٹھا ہو؟	CMU_1:86	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا یہ کسی بھاری بھاری شخص کی طرح ہے جو آپ کے سینے پر بیٹھا ہے؟
65	65	en	ur	it all started with the headaches and with the fever about the same time	کیا یہ ایک ہی وقت میں سر درد اور بخار سے شروع ہوا تھا	CMU_1:87	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یہ سب سر درد اور بخار کے ساتھ ایک ہی وقت میں شروع ہوا۔
66	66	en	ur	it hurts in the middle of my chest	یہ میرے سینے کے درمیان میں تکلیف دیتا ہے	CMU_1:89	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میرے سینے کے وسط میں درد ہوتا ہے
67	67	en	ur	it is a pressure like chest pain	یہ سینے میں درد کی طرح کا دباؤ ہے	CMU_1:90	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یہ سینے کے درد کی طرح ایک دباؤ ہے
68	68	en	ur	it is in my chest	یہ میرے سینے میں ہے	CMU_1:91	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یہ میرے سینے میں ہے
69	69	en	ur	it is in the center of my chest	یہ میرے سینے کے درمیان میں ہے	CMU_1:92	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یہ میرے سینے کے وسط میں ہے
70	70	en	ur	it is in the center of the chest	یہ سینے کے درمیان میں ہے	CMU_1:93	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یہ سینے کے وسط میں ہے
71	71	en	ur	i've got pain in my chest	مجھے میرے سینے میں درد ہو رہا ہے	CMU_1:97	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میرے سینے میں درد ہے
72	72	en	ur	i've very concerned of this chest pain	میں سینے کے اس درد سے بہت فکر مند ہوں	CMU_1:98	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میں اس سینے کے درد کے بارے میں بہت فکر مند ہوں
73	73	en	ur	i want you to tell me in describing this chest pain	میں چاہتا ہوں کہ آپ مجھے سینے کے اس درد کے بارے میں بتائیں	CMU_1:99	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میں چاہتا ہوں کہ آپ مجھے اس سینے کے درد کو بیان کرنے میں بتائیں
74	74	en	ur	like high blood pressure or diabetes	جیسے بلند فشار خون ہائی بلڈ پریشر یا ذیباطیس	CMU_1:102	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	جیسے ہائی بلڈ پریشر یا ذیابیطس
75	75	en	ur	like right in the center of the chest	جیسے کہ بالکل سینے کے درمیان میں	CMU_1:103	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	جیسے سینے کے وسط میں
76	76	en	ur	now for the fever you can take a tachipirina sweet	اب آپ بخار کے لیے ایک پیراسیٹامول لے سکتے ہیں	CMU_1:106	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اب بخار کے لئے آپ ٹیچیپیرینا میٹھا لے سکتے ہیں
77	77	en	ur	now mary how many days have you had the symptoms	اب آپ کو کتنے دن سے یہ علامات ہیں	CMU_1:108	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اب مریم آپ کو علامات کتنے دن ہو گئے ہیں
78	78	en	ur	now you said you have a chest pain	اب آپ نے کہا کہ آپ کے سینے میں درد ہے	CMU_1:109	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	اب آپ نے کہا کہ آپ کو سینے میں درد ہے
79	79	en	ur	occasionally i have some chest pain	کبھی کبھار مجھے سینے میں کچھ درد ہوتا ہے	CMU_1:110	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کبھی کبھار سینے میں درد ہوتا ہے
80	80	en	ur	okay are you having any other symptoms along with this other than just the pain	ٹھیک ہے آپ کو صرف اس درد کے ساتھ اور کوئی علامات ہیں	CMU_1:111	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	ٹھیک ہے کیا آپ کو اس کے ساتھ ساتھ صرف درد کے علاوہ کوئی اور علامات ہیں
81	81	en	ur	or somebody sitting on your chest?	یا کوئی آپ کے سینے پر بیٹھا ہوا ہے؟	CMU_1:113	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یا کوئی آپ کے سینے پر بیٹھا ہے؟
82	82	en	ur	pretty much the same with the fever and the cough headache and muscle pains	بخار اور کھانسی سردرد اور پٹھوں کے درد کے ساتھ بھی ایسا ہی ہوتا ہے	CMU_1:114	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	بخار اور کھانسی کے سر درد اور پٹھوں کے درد کے ساتھ بھی ایسا ہی ہوتا ہے۔
83	83	en	ur	right in the middle of my chest	بالکل میرے سینے کے وسط میں	CMU_1:115	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	میرے سینے کے بالکل وسط میں
84	84	en	ur	show me on this image where you feel the pain	مجھے اس تصویر میں دکھائیں کہ آپ کو کہاں درد محسوس ہوتا ہے	CMU_1:116	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے اس تصویر پر دکھائیں جہاں آپ درد محسوس کرتے ہیں
85	85	en	ur	since you have a fever	چونکہ آپ کو بخار ہے	CMU_1:117	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	چونکہ آپ کو بخار ہے
86	86	en	ur	so do you think that some of these symptoms could be related to being pregnant?	تو کیا آپ کے خیال میں ان میں سے کچھ علامات حاملہ ہونے کے بارے میں ہو سکتی ہیں؟	CMU_1:118	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	تو کیا آپ کو لگتا ہے کہ ان میں سے کچھ علامات حاملہ ہونے سے متعلق ہوسکتی ہیں؟
87	87	en	ur	so your children are having some of the same symptoms?	تو کیا آپ کے بچوں میں بھی ایسی ہی کچھ علامات ہیں؟	CMU_1:120	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	تو کیا آپ کے بچوں میں کچھ ایسی ہی علامات ہیں؟
88	88	en	ur	tell me about your chest pain	مجھے اپنے سینے کے درد کے بارے میں بتائیں	CMU_1:121	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	مجھے اپنے سینے میں درد کے بارے میں بتائیں
89	89	en	ur	the fever increases at night	بخار رات کو تیز ہوتا ہے	CMU_1:122	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	رات کو بخار بڑھ جاتا ہے
90	90	en	ur	the fever i've had for the last two days	مجھے گذشتہ دو دنوں سے بخار ہے	CMU_1:123	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	وہ بخار جو مجھے پچھلے دو دنوں سے تھا
91	91	en	ur	the fever started to increase last night	بخار کل رات سے تیز ہونا شروع ہوا	CMU_1:124	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	گزشتہ رات بخار بڑھنے لگا
92	92	en	ur	this is doctor porter in the emergency room triage center	یہ ایمرجنسی روم کے ٹرایج سینٹر کے ساتھ ڈاکٹر پورٹر ہے	CMU_1:127	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	یہ ایمرجنسی روم ٹرائیج سینٹر میں ڈاکٹر پورٹر ہے
93	93	en	ur	well can you tell me a little bit more about your chest pain?	اچھا تو کیا آپ مجھے اپنے سینے کے درد کے بارے میں تھوڑا اور بتا سکتے ہیں؟	CMU_1:128	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	کیا آپ مجھے اپنے سینے کے درد کے بارے میں کچھ اور بتا سکتے ہیں؟
94	94	en	ur	well i feel a pain in the front of my body here in my chest	اچھا میں اپنے جسم کے سامنے میں یہاں پر اپنے سینے میں درد محسوس کرتا ہوں	CMU_1:130	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001	ٹھیک ہے میں اپنے جسم کے سامنے اپنے سینے میں درد محسوس کرتا ہوں
